Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #6	Run #6	Run #6	Run #6	Run #6	Run #6	Run #6	Run #6	Run #6	Run #6	Run #7	Run #7	Run #7	Run #7	Run #7	Run #7	Run #7	Run #7	Run #7	Run #7	Run #8	Run #8	Run #8	Run #8	Run #8	Run #8	Run #8	Run #8	Run #8	Run #8	Run #9	Run #9	Run #9	Run #9	Run #9	Run #9	Run #9	Run #9	Run #9	Run #9
Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)
4.600	0	2E-4	2.4E-5	-1.017	-0.240	-10.908	-0.0128	-0.003	-0.137	4.600	0	3E-4	2.8E-5	0.454	-0.065	-0.545	0.0057	-8.219E-4	-0.007	4.600	2E-4	2E-5	1.9E-6	-1.265	-0.894	1.200	-0.0159	-0.011	0.015	4.600	-6E-5	-6E-6	-5.6E-7	-8.072	-1.854	3.272	-0.1014	-0.023	0.041	4.600	4E-4	4E-5	3.9E-6	-1.811	-2.007	-2.836	-0.0227	-0.025	-0.036	4.600	3E-5	3E-6	2.8E-7	0.013	0.240	3.491	1.6437E-4	0.003	0.044	4.600	2E-4	2E-5	2.2E-6	-3.229	0.000	0.000	-0.0405	0.000	0.000	4.600	-7E-5	-7E-6	-7.1E-7	-4.058	-1.309	0.764	-0.0510	-0.016	0.010	4.600	0	0	-1.7E-4	-4.333	-1.876	-6.218	-0.0544	-0.024	-0.078
4.700	0	2E-4	2.4E-5	-1.065	-2.182	-14.181	-0.0134	-0.027	-0.178	4.700	0	3E-4	2.8E-5	0.454	-0.175	-4.800	0.0057	-0.002	-0.060	4.700	2E-4	2E-5	2.2E-6	-1.348	-0.807	-0.764	-0.0169	-0.010	-0.010	4.700	-1E-4	-1E-5	-9.9E-7	-8.251	-1.527	3.163	-0.1036	-0.019	0.040	4.700	4E-4	4E-5	4.2E-6	-2.038	-2.291	-0.545	-0.0256	-0.029	-0.007	4.700	7E-5	7E-6	6.8E-7	0.061	0.698	3.163	7.6708E-4	0.009	0.040	4.700	3E-4	3E-5	2.7E-6	-3.229	0.000	-0.218	-0.0405	0.000	-0.003	4.700	-6E-5	-6E-6	-6.0E-7	-4.184	-1.287	-0.109	-0.0525	-0.016	-0.001	4.700	0	0	-1.5E-4	-4.533	-2.160	-2.509	-0.0569	-0.027	-0.032
4.800	0	2E-4	2.3E-5	-1.453	-3.076	5.345	-0.0182	-0.039	0.067	4.800	0	3E-4	2.8E-5	0.419	-1.025	-7.418	0.0053	-0.013	-0.093	4.800	2E-4	2E-5	2.2E-6	-1.427	-1.047	-3.600	-0.0179	-0.013	-0.045	4.800	-6E-5	-6E-6	-6.2E-7	-8.378	-1.222	2.073	-0.1052	-0.015	0.026	4.800	5E-4	5E-5	4.5E-6	-2.269	-2.116	3.163	-0.0285	-0.027	0.040	4.800	5E-5	5E-6	4.9E-7	0.153	0.873	0.545	0.0019	0.011	0.007	4.800	2E-4	2E-5	2.3E-6	-3.229	-0.044	-0.327	-0.0405	-5.479E-4	-0.004	4.800	-1E-4	-1E-5	-9.9E-7	-4.315	-1.331	-0.218	-0.0542	-0.017	-0.003	4.800	0	0	-1.3E-4	-4.765	-2.378	-0.327	-0.0598	-0.030	-0.004
4.900	0	2E-4	2.3E-5	-1.680	-1.113	15.490	-0.0211	-0.014	0.195	4.900	0	3E-4	2.8E-5	0.249	-1.658	-5.563	0.0031	-0.021	-0.070	4.900	2E-4	2E-5	1.7E-6	-1.558	-1.527	-2.945	-0.0196	-0.019	-0.037	4.900	-8E-5	-8E-6	-7.6E-7	-8.495	-1.113	1.527	-0.1067	-0.014	0.019	4.900	5E-4	5E-5	4.6E-6	-2.461	-1.658	5.127	-0.0309	-0.021	0.064	4.900	1E-6	1E-7	9.7E-9	0.236	0.807	-1.418	0.0030	0.010	-0.018	4.900	2E-4	2E-5	2.0E-6	-3.238	-0.065	-3.272	-0.0407	-8.219E-4	-0.041	4.900	-5E-5	-5E-6	-4.7E-7	-4.451	-1.331	-0.218	-0.0559	-0.017	-0.003	4.900	0	0	-1.1E-4	-5.009	-2.225	2.618	-0.0629	-0.028	0.033
5.000	0	2E-4	2.3E-5	-1.676	0.022	5.454	-0.0210	2.740E-4	0.068	5.000	0	3E-4	2.8E-5	0.087	-2.138	0.109	0.0011	-0.027	0.001	5.000	2E-4	2E-5	2.0E-6	-1.732	-1.636	-1.418	-0.0218	-0.021	-0.018	5.000	-1E-4	-1E-5	-1.3E-6	-8.600	-0.916	0.982	-0.1080	-0.012	0.012	5.000	5E-4	5E-5	4.8E-6	-2.601	-1.091	3.927	-0.0327	-0.014	0.049	5.000	3E-5	3E-6	3.1E-7	0.314	0.589	-3.054	0.0039	0.007	-0.038	5.000	2E-4	2E-5	2.0E-6	-3.242	-0.698	-6.000	-0.0407	-0.009	-0.075	5.000	9E-6	9E-7	8.8E-8	-4.581	-1.374	-0.327	-0.0575	-0.017	-0.004	5.000	0	-9E-4	-9.4E-5	-5.210	-1.854	6.545	-0.0654	-0.023	0.082
5.100	0	2E-4	2.3E-5	-1.676	-0.022	-4.363	-0.0210	-2.740E-4	-0.055	5.100	0	3E-4	2.7E-5	-0.179	-1.636	9.272	-0.0022	-0.021	0.116	5.100	2E-4	2E-5	1.7E-6	-1.885	-1.811	-1.418	-0.0237	-0.023	-0.018	5.100	-7E-5	-7E-6	-7.1E-7	-8.679	-0.916	-0.109	-0.1090	-0.012	-0.001	5.100	5E-4	5E-5	5.0E-6	-2.679	-0.873	0.436	-0.0336	-0.011	0.005	5.100	3E-5	3E-6	2.8E-7	0.353	0.196	-2.945	0.0044	0.002	-0.037	5.100	2E-4	2E-5	2.0E-6	-3.377	-1.265	-2.182	-0.0424	-0.016	-0.027	5.100	-4E-5	-4E-6	-4.3E-7	-4.725	-1.396	-2.220E-14	-0.0593	-0.018	1.735E-16	5.100	0	-8E-4	-7.9E-5	-5.380	-0.916	8.836	-0.0676	-0.012	0.111
5.200	0	2E-4	2.3E-5	-1.680	-0.851	-12.435	-0.0211	-0.011	-0.156	5.200	0	3E-4	2.6E-5	-0.240	-0.284	8.399	-0.0030	-0.004	0.105	5.200	1E-4	1E-5	1.3E-6	-2.094	-1.920	0.327	-0.0263	-0.024	0.004	5.200	-9E-5	-9E-6	-9.4E-7	-8.783	-0.938	0.436	-0.1103	-0.012	0.005	5.200	5E-4	5E-5	5.2E-6	-2.775	-1.004	-0.654	-0.0348	-0.013	-0.008	5.200	-1E-5	-1E-6	-9.8E-8	0.353	0.000	-1.309	0.0044	0.000	-0.016	5.200	3E-4	3E-5	2.5E-6	-3.495	-1.134	1.418	-0.0439	-0.014	0.018	5.200	-4E-5	-4E-6	-4.1E-7	-4.861	-1.374	0.218	-0.0610	-0.017	0.003	5.200	0	-7E-4	-6.9E-5	-5.393	-0.087	4.691	-0.0677	-0.001	0.059
5.300	0	2E-4	2.4E-5	-1.846	-2.509	-13.526	-0.0232	-0.032	-0.170	5.300	0	3E-4	2.6E-5	-0.236	0.044	1.200	-0.0030	5.479E-4	0.015	5.300	2E-4	2E-5	1.5E-6	-2.269	-1.745	1.745	-0.0285	-0.022	0.022	5.300	-1E-4	-1E-5	-1.4E-6	-8.866	-0.829	0.654	-0.1113	-0.010	0.008	5.300	5E-4	5E-5	5.3E-6	-2.880	-1.004	0.654	-0.0362	-0.013	0.008	5.300	-1E-4	-1E-5	-1.0E-6	0.353	-0.065	-0.436	0.0044	-8.219E-4	-0.005	5.300	2E-4	2E-5	2.2E-6	-3.604	-0.982	0.982	-0.0453	-0.012	0.012	5.300	-4E-6	-4E-7	-4.1E-8	-5.000	-1.353	1.091	-0.0628	-0.017	0.014	5.300	0	-7E-4	-6.7E-5	-5.397	0.022	0.327	-0.0678	2.740E-4	0.004
5.400	0	2E-4	2.3E-5	-2.182	-3.556	-3.382	-0.0274	-0.045	-0.042	5.400	0	3E-4	2.6E-5	-0.231	-0.044	-3.491	-0.0029	-5.479E-4	-0.044	5.400	1E-4	1E-5	1.4E-6	-2.443	-1.571	2.509	-0.0307	-0.020	0.032	5.400	-1E-4	-1E-5	-1.4E-6	-8.949	-0.807	1.745	-0.1124	-0.010	0.022	5.400	5E-4	5E-5	5.1E-6	-2.976	-0.873	1.200	-0.0374	-0.011	0.015	5.400	-1E-4	-1E-5	-1.1E-6	0.340	-0.087	0.218	0.0043	-0.001	0.003	5.400	2E-4	2E-5	2.3E-6	-3.691	-0.938	-0.545	-0.0464	-0.012	-0.007	5.400	-5E-5	-5E-6	-4.7E-7	-5.131	-1.156	4.472	-0.0644	-0.015	0.056	5.400	0	-7E-4	-6.8E-5	-5.389	-0.022	-5.454	-0.0677	-2.740E-4	-0.068
5.500	0	2E-4	2.3E-5	-2.557	-3.185	11.563	-0.0321	-0.040	0.145	5.500	0	3E-4	2.6E-5	-0.244	-0.654	-12.654	-0.0031	-0.008	-0.159	5.500	1E-4	1E-5	1.4E-6	-2.583	-1.244	3.054	-0.0324	-0.016	0.038	5.500	-1E-4	-1E-5	-1.0E-6	-9.028	-0.480	3.709	-0.1134	-0.006	0.047	5.500	5E-4	5E-5	5.2E-6	-3.054	-0.764	0.654	-0.0384	-0.010	0.008	5.500	-9E-5	-9E-6	-8.9E-7	0.336	-0.022	0.436	0.0042	-2.740E-4	0.005	5.500	2E-4	2E-5	2.2E-6	-3.792	-1.091	-1.418	-0.0476	-0.014	-0.018	5.500	-2E-5	-2E-6	-1.7E-7	-5.232	-0.458	6.000	-0.0657	-0.006	0.075	5.500	0	-7E-4	-6.8E-5	-5.402	-1.069	-11.563	-0.0678	-0.013	-0.145
5.600	0	2E-4	2.3E-5	-2.819	-1.244	16.035	-0.0354	-0.016	0.201	5.600	0	3E-4	2.6E-5	-0.362	-2.574	-16.908	-0.0045	-0.032	-0.212	5.600	2E-4	2E-5	1.7E-6	-2.692	-0.960	2.618	-0.0338	-0.012	0.033	5.600	-9E-5	-9E-6	-8.8E-7	-9.045	-0.065	2.400	-0.1136	-8.219E-4	0.030	5.600	5E-4	5E-5	4.8E-6	-3.129	-0.742	-0.109	-0.0393	-0.009	-0.001	5.600	-3E-5	-3E-6	-3.0E-7	0.336	0.000	-0.109	0.0042	0.000	-0.001	5.600	2E-4	2E-5	2.0E-6	-3.910	-1.222	-0.654	-0.0491	-0.015	-0.008	5.600	-3E-5	-3E-6	-2.6E-7	-5.223	0.044	2.291	-0.0656	5.479E-4	0.029	5.600	0	-7E-4	-6.6E-5	-5.603	-2.334	-7.745	-0.0704	-0.029	-0.097
5.700	0	2E-4	2.3E-5	-2.806	0.022	4.472	-0.0352	2.740E-4	0.056	5.700	0	3E-4	2.5E-5	-0.759	-4.036	2.836	-0.0095	-0.051	0.036	5.700	2E-4	2E-5	1.6E-6	-2.775	-0.720	1.418	-0.0348	-0.009	0.018	5.700	-1E-4	-1E-5	-1.1E-6	-9.041	0.000	0.327	-0.1135	0.000	0.004	5.700	5E-4	5E-5	4.7E-6	-3.203	-0.785	-0.545	-0.0402	-0.010	-0.007	5.700	-5E-5	-5E-6	-4.5E-7	0.336	-0.044	-2.618	0.0042	-5.479E-4	-0.033	5.700	2E-4	2E-5	1.5E-6	-4.036	-1.222	0.545	-0.0507	-0.015	0.007	5.700	-2E-5	-2E-6	-2.2E-7	-5.223	0.000	-0.109	-0.0656	0.000	-0.001	5.700	0	-6E-4	-5.6E-5	-5.869	-2.618	-1.418	-0.0737	-0.033	-0.018
5.800	0	2E-4	2.3E-5	-2.814	-0.349	-11.672	-0.0353	-0.004	-0.147	5.800	0	2E-4	2.5E-5	-1.169	-2.007	20.180	-0.0147	-0.025	0.253	5.800	1E-4	1E-5	1.4E-6	-2.836	-0.676	-1.200	-0.0356	-0.008	-0.015	5.800	-7E-5	-7E-6	-6.8E-7	-9.045	0.000	0.109	-0.1136	0.000	0.001	5.800	5E-4	5E-5	4.5E-6	-3.286	-0.851	-0.436	-0.0413	-0.011	-0.005	5.800	-5E-5	-5E-6	-5.3E-7	0.327	-0.524	-5.781	0.0041	-0.007	-0.073	5.800	1E-4	1E-5	1.3E-6	-4.154	-1.113	0.654	-0.0522	-0.014	0.008	5.800	6E-6	6E-7	6.1E-8	-5.223	0.022	-0.218	-0.0656	2.740E-4	-0.003	5.800	0	-4E-4	-4.5E-5	-6.126	-2.618	1.527	-0.0769	-0.033	0.019
5.900	0	2E-4	2.3E-5	-2.875	-2.313	-17.781	-0.0361	-0.029	-0.223	5.900	0	2E-4	2.4E-5	-1.161	0.000	2.836	-0.0146	0.000	0.036	5.900	1E-4	1E-5	1.1E-6	-2.910	-0.960	-2.509	-0.0365	-0.012	-0.032	5.900	-6E-5	-6E-6	-6.1E-7	-9.041	0.022	0.000	-0.1135	2.740E-4	0.000	5.900	5E-4	5E-5	4.9E-6	-3.373	-0.873	-0.218	-0.0424	-0.011	-0.003	5.900	-4E-5	-4E-6	-4.0E-7	0.231	-1.200	-2.727	0.0029	-0.015	-0.034	5.900	2E-4	2E-5	1.6E-6	-4.259	-1.091	-0.218	-0.0535	-0.014	-0.003	5.900	-4E-5	-4E-6	-3.7E-7	-5.219	-0.044	-0.436	-0.0655	-5.479E-4	-0.005	5.900	0	-4E-4	-3.7E-5	-6.392	-2.313	8.181	-0.0803	-0.029	0.103
6.000	0	2E-4	2.3E-5	-3.277	-3.905	-8.399	-0.0411	-0.049	-0.105	6.000	0	2E-4	2.4E-5	-1.169	-1.440	-20.944	-0.0147	-0.018	-0.263	6.000	1E-4	1E-5	1.5E-6	-3.028	-1.178	-1.309	-0.0380	-0.015	-0.016	6.000	-1E-4	-1E-5	-9.9E-7	-9.041	0.000	-0.109	-0.1135	0.000	-0.001	6.000	5E-4	5E-5	5.2E-6	-3.460	-0.894	-0.873	-0.0434	-0.011	-0.011	6.000	-3E-5	-3E-6	-2.6E-7	0.087	-1.069	-0.109	0.0011	-0.013	-0.001	6.000	2E-4	2E-5	2.0E-6	-4.372	-1.156	-0.873	-0.0549	-0.015	-0.011	6.000	-6E-5	-6E-6	-5.6E-7	-5.232	-0.065	-1.309	-0.0657	-8.219E-4	-0.016	6.000	0	-3E-4	-3.0E-5	-6.589	-0.982	11.454	-0.0827	-0.012	0.144
6.100	0	2E-4	2.3E-5	-3.656	-3.992	8.508	-0.0459	-0.050	0.107	6.100	0	2E-4	2.4E-5	-1.449	-4.189	-6.654	-0.0182	-0.053	-0.084	6.100	2E-4	2E-5	2.0E-6	-3.146	-1.222	0.327	-0.0395	-0.015	0.004	6.100	-9E-5	-9E-6	-9.3E-7	-9.041	0.000	0.000	-0.1135	0.000	0.000	6.100	5E-4	5E-5	4.6E-6	-3.552	-1.047	-0.764	-0.0446	-0.013	-0.010	6.100	-4E-5	-4E-6	-3.9E-7	0.017	-1.222	0.873	2.1917E-4	-0.015	0.011	6.100	2E-4	2E-5	1.9E-6	-4.490	-1.265	-0.982	-0.0564	-0.016	-0.012	6.100	-4E-6	-4E-7	-4.3E-8	-5.232	-0.305	-6.763	-0.0657	-0.004	-0.085	6.100	0	-3E-4	-2.7E-5	-6.589	-0.022	5.018	-0.0827	-2.740E-4	0.063
6.200	0	2E-4	2.3E-5	-4.075	-2.203	19.308	-0.0512	-0.028	0.242	6.200	0	2E-4	2.5E-5	-2.007	-2.771	21.053	-0.0252	-0.035	0.264	6.200	2E-4	2E-5	1.6E-6	-3.272	-1.113	3.600	-0.0411	-0.014	0.045	6.200	-7E-5	-7E-6	-7.4E-7	-9.041	0.000	0.000	-0.1135	0.000	0.000	6.200	4E-4	4E-5	4.4E-6	-3.670	-1.047	0.109	-0.0461	-0.013	0.001	6.200	-1E-5	-1E-6	-1.1E-7	-0.157	-0.894	6.218	-0.0020	-0.011	0.078	6.200	2E-4	2E-5	2.3E-6	-4.625	-1.353	-0.327	-0.0581	-0.017	-0.004	6.200	-4E-6	-4E-7	-3.7E-8	-5.293	-1.418	-8.618	-0.0665	-0.018	-0.108	6.200	0	-3E-4	-2.7E-5	-6.593	0.022	-2.220E-14	-0.0828	2.740E-4	3.469E-16
6.300	0	2E-4	2.3E-5	-4.097	-0.131	10.799	-0.0514	-0.002	0.136	6.300	0	2E-4	2.4E-5	-2.003	0.022	1.091	-0.0251	2.740E-4	0.014	6.300	2E-4	2E-5	1.7E-6	-3.368	-0.502	4.800	-0.0423	-0.006	0.060	6.300	-1E-4	-1E-5	-1.3E-6	-9.041	0.000	0.000	-0.1135	0.000	0.000	6.300	4E-4	4E-5	4.2E-6	-3.761	-1.025	-0.109	-0.0472	-0.013	-0.001	6.300	-2E-6	-2E-7	-1.7E-8	-0.161	0.022	4.472	-0.0020	2.740E-4	0.056	6.300	2E-4	2E-5	2.5E-6	-4.760	-1.331	0.218	-0.0598	-0.017	0.003	6.300	-3E-5	-3E-6	-3.2E-7	-5.515	-2.029	-1.418	-0.0693	-0.025	-0.018	6.300	0	-3E-4	-2.6E-5	-6.584	-0.022	-4.581	-0.0827	-2.740E-4	-0.058
6.400	0	2E-4	2.4E-5	-4.102	-0.044	-2.836	-0.0515	-5.479E-4	-0.036	6.400	0	2E-4	2.5E-5	-2.003	-2.553	-21.380	-0.0251	-0.032	-0.268	6.400	2E-4	2E-5	1.9E-6	-3.373	-0.153	-0.873	-0.0424	-0.002	-0.011	6.400	-1E-4	-1E-5	-1.1E-6	-9.041	0.000	0.000	-0.1135	0.000	0.000	6.400	4E-4	4E-5	4.4E-6	-3.875	-1.069	0.218	-0.0487	-0.013	0.003	6.400	-4E-6	-4E-7	-4.1E-8	-0.153	0.000	-2.836	-0.0019	0.000	-0.036	6.400	2E-4	2E-5	2.0E-6	-4.891	-1.309	2.220E-14	-0.0614	-0.016	0.000	6.400	-4E-5	-4E-6	-4.4E-7	-5.698	-1.702	1.309	-0.0716	-0.021	0.016	6.400	0	-3E-4	-2.6E-5	-6.597	-0.894	-9.599	-0.0828	-0.011	-0.121
6.500	0	2E-4	2.3E-5	-4.106	-0.698	-7.527	-0.0516	-0.009	-0.095	6.500	0	2E-4	2.4E-5	-2.513	-4.254	4.581	-0.0316	-0.053	0.058	6.500	1E-4	1E-5	1.5E-6	-3.399	-0.676	-4.691	-0.0427	-0.008	-0.059	6.500	-9E-5	-9E-6	-9.2E-7	-9.041	0.000	0.000	-0.1135	0.000	0.000	6.500	5E-4	5E-5	4.6E-6	-3.975	-0.982	0.654	-0.0499	-0.012	0.008	6.500	5E-5	5E-6	4.5E-7	-0.161	-0.545	-10.908	-0.0020	-0.007	-0.137	6.500	2E-4	2E-5	1.8E-6	-5.022	-1.331	-0.327	-0.0631	-0.017	-0.004	6.500	-4E-5	-4E-6	-3.9E-7	-5.856	-1.767	-0.873	-0.0735	-0.022	-0.011	6.500	0	-3E-4	-2.6E-5	-6.763	-1.942	-6.436	-0.0849	-0.024	-0.081
6.600	0	2E-4	2.2E-5	-4.241	-1.549	-1.636	-0.0533	-0.019	-0.021	6.600	0	2E-4	2.4E-5	-2.854	-1.636	21.162	-0.0358	-0.021	0.266	6.600	1E-4	1E-5	1.1E-6	-3.508	-1.091	-0.873	-0.0441	-0.014	-0.011	6.600	-1E-4	-1E-5	-1.3E-6	-9.041	0.000	0.000	-0.1135	0.000	0.000	6.600	5E-4	5E-5	4.9E-6	-4.071	-0.938	1.091	-0.0511	-0.012	0.014	6.600	4E-6	4E-7	4.0E-8	-0.262	-2.182	-12.435	-0.0033	-0.027	-0.156	6.600	2E-4	2E-5	2.0E-6	-5.157	-1.374	0.327	-0.0648	-0.017	0.004	6.600	-2E-5	-2E-6	-1.8E-7	-6.052	-1.876	0.436	-0.0760	-0.024	0.005	6.600	0	-2E-4	-2.3E-5	-6.986	-2.182	-3.927	-0.0877	-0.027	-0.049
6.700	0	2E-4	2.2E-5	-4.416	-1.025	7.199	-0.0554	-0.013	0.090	6.700	0	2E-4	2.4E-5	-2.841	-0.022	-4.363	-0.0357	-2.740E-4	-0.055	6.700	1E-4	1E-5	1.4E-6	-3.617	-0.851	2.182	-0.0454	-0.011	0.027	6.700	-1E-4	-1E-5	-1.5E-6	-9.041	0.000	0.000	-0.1135	0.000	0.000	6.700	5E-4	5E-5	4.8E-6	-4.163	-0.764	1.091	-0.0523	-0.010	0.014	6.700	-8E-6	-8E-7	-8.3E-8	-0.598	-3.033	2.291	-0.0075	-0.038	0.029	6.700	2E-4	2E-5	1.9E-6	-5.297	-1.265	1.309	-0.0665	-0.016	0.016	6.700	-1E-5	-1E-6	-1.4E-7	-6.231	-1.680	1.745	-0.0782	-0.021	0.022	6.700	0	-2E-4	-2.0E-5	-7.199	-2.727	-3.927	-0.0904	-0.034	-0.049
6.800	0	2E-4	2.3E-5	-4.446	-0.109	5.127	-0.0558	-0.001	0.064	6.800	0	2E-4	2.4E-5	-2.858	-2.509	-19.308	-0.0359	-0.032	-0.242	6.800	1E-4	1E-5	1.5E-6	-3.678	-0.654	0.218	-0.0462	-0.008	0.003	6.800	-1E-4	-1E-5	-9.9E-7	-9.041	0.000	0.000	-0.1135	0.000	0.000	6.800	5E-4	5E-5	4.8E-6	-4.224	-0.720	-0.545	-0.0530	-0.009	-0.007	6.800	6E-5	6E-6	6.0E-7	-0.868	-1.724	13.635	-0.0109	-0.022	0.171	6.800	2E-4	2E-5	2.2E-6	-5.411	-1.113	0.873	-0.0679	-0.014	0.011	6.800	-1E-5	-1E-6	-1.4E-7	-6.388	-1.527	5.018	-0.0802	-0.019	0.063	6.800	0	-2E-4	-1.7E-5	-7.531	-2.967	6.654	-0.0946	-0.037	0.084
6.900	0	2E-4	2.3E-5	-4.437	0.000	0.327	-0.0557	0.000	0.004	6.900	0	2E-4	2.4E-5	-3.342	-3.883	5.345	-0.0420	-0.049	0.067	6.900	2E-4	2E-5	1.7E-6	-3.748	-0.807	-1.309	-0.0471	-0.010	-0.016	6.900	-9E-5	-9E-6	-8.6E-7	-9.041	0.000	0.000	-0.1135	0.000	0.000	6.900	5E-4	5E-5	5.1E-6	-4.307	-0.873	-0.654	-0.0541	-0.011	-0.008	6.900	7E-5	7E-6	7.0E-7	-0.942	-0.305	8.618	-0.0118	-0.004	0.108	6.900	2E-4	2E-5	2.3E-6	-5.520	-1.091	-0.545	-0.0693	-0.014	-0.007	6.900	-2E-5	-2E-6	-1.9E-7	-6.536	-0.676	7.854	-0.0821	-0.008	0.099	6.900	0	-1E-4	-1.4E-5	-7.793	-1.396	14.399	-0.0979	-0.018	0.181
7.000	0	2E-4	2.2E-5	-4.446	-0.044	-6.763	-0.0558	-5.479E-4	-0.085	7.000	0	2E-4	2.4E-5	-3.635	-1.440	19.417	-0.0456	-0.018	0.244	7.000	2E-4	2E-5	1.8E-6	-3.840	-0.916	-0.327	-0.0482	-0.012	-0.004	7.000	-7E-5	-7E-6	-7.1E-7	-9.041	0.000	0.000	-0.1135	0.000	0.000	7.000	5E-4	5E-5	5.2E-6	-4.398	-0.851	1.091	-0.0552	-0.011	0.014	7.000	7E-6	7E-7	6.8E-8	-0.929	0.000	-1.636	-0.0117	0.000	-0.021	7.000	2E-4	2E-5	2.1E-6	-5.629	-1.222	0.218	-0.0707	-0.015	0.003	7.000	-9E-6	-9E-7	-9.4E-8	-6.523	0.044	3.382	-0.0819	5.479E-4	0.042	7.000	0	-1E-4	-1.2E-5	-7.810	-0.087	7.309	-0.0981	-0.001	0.092
7.100	0	2E-4	2.2E-5	-4.446	-1.353	-15.381	-0.0558	-0.017	-0.193	7.100	0	2E-4	2.4E-5	-3.630	0.000	-2.073	-0.0456	0.000	-0.026	7.100	2E-4	2E-5	1.7E-6	-3.931	-0.873	1.636	-0.0494	-0.011	0.021	7.100	-1E-4	-1E-5	-1.1E-6	-9.041	0.000	0.000	-0.1135	0.000	0.000	7.100	5E-4	5E-5	4.8E-6	-4.477	-0.654	1.418	-0.0562	-0.008	0.018	7.100	-2E-6	-2E-7	-1.5E-8	-0.942	-0.633	-8.727	-0.0118	-0.008	-0.110	7.100	3E-4	3E-5	2.5E-6	-5.764	-1.047	2.945	-0.0724	-0.013	0.037	7.100	1E-5	1E-6	1.0E-7	-6.528	0.000	-0.109	-0.0820	0.000	-0.001	7.100	0	-1E-4	-1.2E-5	-7.810	0.065	0.545	-0.0981	8.219E-4	0.007
7.200	0	2E-4	2.3E-5	-4.717	-3.120	-7.527	-0.0592	-0.039	-0.095	7.200	0	2E-4	2.4E-5	-3.635	-1.854	-17.344	-0.0456	-0.023	-0.218	7.200	1E-4	1E-5	1.3E-6	-4.014	-0.589	1.309	-0.0504	-0.007	0.016	7.200	-1E-4	-1E-5	-1.0E-6	-9.041	0.000	0.000	-0.1135	0.000	0.000	7.200	5E-4	5E-5	5.0E-6	-4.529	-0.567	0.218	-0.0569	-0.007	0.003	7.200	9E-6	9E-7	8.8E-8	-1.056	-1.745	-4.909	-0.0133	-0.022	-0.062	7.200	2E-4	2E-5	2.4E-6	-5.838	-0.633	1.745	-0.0733	-0.008	0.022	7.200	-1E-5	-1E-6	-9.7E-8	-6.523	0.022	-0.327	-0.0819	2.740E-4	-0.004	7.200	0	-1E-4	-1.2E-5	-7.797	0.022	-1.527	-0.0979	2.740E-4	-0.019
