Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #1	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #2	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #3	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #4	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #5	Run #6	Run #6	Run #6	Run #6	Run #6	Run #6	Run #6	Run #6	Run #6	Run #6	Run #7	Run #7	Run #7	Run #7	Run #7	Run #7	Run #7	Run #7	Run #7	Run #7	Run #8	Run #8	Run #8	Run #8	Run #8	Run #8	Run #8	Run #8	Run #8	Run #8	Run #9	Run #9	Run #9	Run #9	Run #9	Run #9	Run #9	Run #9	Run #9	Run #9
Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Magnetic Field Strength (1X) (T)	Magnetic Field Strength (10X) (T)	Magnetic Field Strength (100X) (T)	Angle (rad)	Angular Velocity (rad/s)	Angular Acceleration (rad/s²)	Position (m)	Velocity (m/s)	Acceleration (m/s²)
1.900	0	3E-4	2.6E-5	0.000	0.000	0.218	0.0000	0.000	0.003	1.900	0	3E-4	2.7E-5	0.000	-0.022	0.218	0.0000	-2.740E-4	0.003	1.900	4E-4	4E-5	4.0E-6	0.004	0.000	0.000	5.4792E-5	0.000	0.000	1.900	-2E-4	-2E-5	-2.0E-6	-1.383	-2.945	-3.818	-0.0174	-0.037	-0.048	1.900	-6E-5	-6E-6	-6.1E-7	0.000	0.000	0.000	0.0000	0.000	0.000	1.900	4E-6	4E-7	3.5E-8	0.000	0.000	0.000	0.0000	0.000	0.000	1.900	-3E-5	-3E-6	-2.5E-7	-0.807	-0.960	0.764	-0.0101	-0.012	0.010	1.900	2E-4	2E-5	2.4E-6	-1.104	-1.244	1.200	-0.0139	-0.016	0.015	1.900	0	0	-2.5E-4	-0.707	-2.334	-0.327	-0.0089	-0.029	-0.004
2.000	0	3E-4	2.6E-5	0.000	0.044	0.327	0.0000	5.479E-4	0.004	2.000	0	3E-4	2.7E-5	0.000	0.000	0.327	0.0000	0.000	0.004	2.000	4E-4	4E-5	4.0E-6	0.004	0.000	-0.109	5.4792E-5	0.000	-0.001	2.000	-2E-4	-2E-5	-2.2E-6	-1.706	-3.360	-0.218	-0.0214	-0.042	-0.003	2.000	-1E-4	-1E-5	-1.1E-6	0.000	0.000	0.000	0.0000	0.000	0.000	2.000	2E-6	2E-7	1.9E-8	0.000	0.000	0.000	0.0000	0.000	0.000	2.000	-3E-5	-3E-6	-3.1E-7	-0.899	-0.938	-0.109	-0.0113	-0.012	-0.001	2.000	2E-4	2E-5	1.8E-6	-1.222	-1.069	0.545	-0.0153	-0.013	0.007	2.000	0	0	-2.5E-4	-0.938	-2.160	6.872	-0.0118	-0.027	0.086
2.100	0	3E-4	2.6E-5	0.009	0.065	-0.109	1.0958E-4	8.219E-4	-0.001	2.100	0	3E-4	2.7E-5	0.000	0.044	0.218	0.0000	5.479E-4	0.003	2.100	4E-4	4E-5	3.6E-6	0.004	-0.022	-0.327	5.4792E-5	-2.740E-4	-0.004	2.100	-2E-4	-2E-5	-1.8E-6	-2.055	-2.989	4.800	-0.0258	-0.038	0.060	2.100	-1E-4	-1E-5	-9.8E-7	0.000	0.000	0.000	0.0000	0.000	0.000	2.100	1E-5	1E-6	1.1E-7	0.000	0.000	0.000	0.0000	0.000	0.000	2.100	3E-7	3E-8	2.9E-9	-0.995	-0.982	-0.218	-0.0125	-0.012	-0.003	2.100	1E-4	1E-5	1.3E-6	-1.318	-1.134	-1.745	-0.0165	-0.014	-0.022	2.100	0	0	-2.5E-4	-1.139	-0.960	11.017	-0.0143	-0.012	0.138
2.200	0	3E-4	2.6E-5	0.013	0.022	-0.327	1.6437E-4	2.740E-4	-0.004	2.200	0	3E-4	2.6E-5	0.009	0.044	-0.218	1.0958E-4	5.479E-4	-0.003	2.200	4E-4	4E-5	3.9E-6	0.000	-0.065	-0.109	0.0000	-8.219E-4	-0.001	2.200	-1E-4	-1E-5	-1.2E-6	-2.304	-2.400	3.818	-0.0289	-0.030	0.048	2.200	-8E-5	-8E-6	-7.7E-7	0.000	0.000	0.000	0.0000	0.000	0.000	2.200	6E-5	6E-6	6.0E-7	0.000	0.000	0.000	0.0000	0.000	0.000	2.200	2E-6	2E-7	1.7E-8	-1.095	-0.982	-5.551E-15	-0.0138	-0.012	0.000	2.200	1E-4	1E-5	1.4E-6	-1.449	-1.418	-1.854	-0.0182	-0.018	-0.023	2.200	0	0	-2.5E-4	-1.130	0.044	4.800	-0.0142	5.479E-4	0.060
2.300	0	3E-4	2.6E-5	0.013	0.000	1.200	1.6437E-4	0.000	0.015	2.300	0	3E-4	2.7E-5	0.009	0.000	-0.436	1.0958E-4	0.000	-0.005	2.300	4E-4	4E-5	4.1E-6	-0.009	-0.044	-0.545	-1.0958E-4	-5.479E-4	-0.007	2.300	-1E-4	-1E-5	-1.2E-6	-2.535	-2.225	1.636	-0.0318	-0.028	0.021	2.300	-1E-4	-1E-5	-1.3E-6	0.000	0.000	0.000	0.0000	0.000	0.000	2.300	4E-5	4E-6	4.0E-7	0.000	0.000	0.000	0.0000	0.000	0.000	2.300	3E-6	3E-7	2.7E-8	-1.191	-0.982	-1.388E-14	-0.0150	-0.012	-1.301E-16	2.300	1E-4	1E-5	1.3E-6	-1.601	-1.505	0.218	-0.0201	-0.019	0.003	2.300	0	0	-2.5E-4	-1.130	0.000	-0.436	-0.0142	0.000	-0.005
2.400	0	3E-4	2.6E-5	0.013	0.262	3.709	1.6437E-4	0.003	0.047	2.400	0	3E-4	2.7E-5	0.009	-0.044	-0.218	1.0958E-4	-5.479E-4	-0.003	2.400	4E-4	4E-5	4.3E-6	-0.009	-0.175	-2.291	-1.0958E-4	-0.002	-0.029	2.400	-1E-4	-1E-5	-1.1E-6	-2.749	-2.073	0.982	-0.0345	-0.026	0.012	2.400	-1E-4	-1E-5	-1.0E-6	0.000	0.000	0.000	0.0000	0.000	0.000	2.400	4E-5	4E-6	4.5E-7	0.000	0.000	0.000	0.0000	0.000	0.000	2.400	-5E-7	-5E-8	-5.4E-9	-1.292	-0.982	-0.764	-0.0162	-0.012	-0.010	2.400	1E-4	1E-5	1.3E-6	-1.750	-1.374	0.327	-0.0220	-0.017	0.004	2.400	0	0	-2.5E-4	-1.130	-0.044	-3.709	-0.0142	-5.479E-4	-0.047
2.500	0	3E-4	2.7E-5	0.065	0.742	2.291	8.2187E-4	0.009	0.029	2.500	0	3E-4	2.7E-5	0.000	-0.044	0.218	0.0000	-5.479E-4	0.003	2.500	4E-4	4E-5	4.2E-6	-0.044	-0.502	-2.291	-5.4792E-4	-0.006	-0.029	2.500	-1E-4	-1E-5	-1.3E-6	-2.950	-2.029	-1.091	-0.0370	-0.025	-0.014	2.500	-1E-4	-1E-5	-1.2E-6	0.000	0.000	0.000	0.0000	0.000	0.000	2.500	4E-5	4E-6	4.1E-7	0.000	0.000	0.000	0.0000	0.000	0.000	2.500	4E-6	4E-7	3.8E-8	-1.388	-1.134	-0.873	-0.0174	-0.014	-0.011	2.500	1E-4	1E-5	1.3E-6	-1.876	-1.440	-0.545	-0.0236	-0.018	-0.007	2.500	0	0	-2.5E-4	-1.139	-0.742	-9.163	-0.0143	-0.009	-0.115
2.600	0	3E-4	2.7E-5	0.161	0.720	-2.509	0.0020	0.009	-0.032	2.600	0	3E-4	2.7E-5	0.000	0.000	0.218	0.0000	0.000	0.003	2.600	4E-4	4E-5	4.0E-6	-0.109	-0.633	-0.545	-0.0014	-0.008	-0.007	2.600	-1E-4	-1E-5	-1.3E-6	-3.155	-2.291	-2.291	-0.0396	-0.029	-0.029	2.600	-8E-5	-8E-6	-8.0E-7	0.000	0.000	-1.418	0.0000	0.000	-0.018	2.600	7E-5	7E-6	7.2E-7	0.000	0.000	0.000	0.0000	0.000	0.000	2.600	4E-5	4E-6	4.0E-7	-1.518	-1.156	1.091	-0.0191	-0.015	0.014	2.600	1E-4	1E-5	1.2E-6	-2.038	-1.484	-0.109	-0.0256	-0.019	-0.001	2.600	0	0	-2.5E-4	-1.278	-1.876	-8.945	-0.0161	-0.024	-0.112
2.700	0	3E-4	2.8E-5	0.209	0.240	-3.927	0.0026	0.003	-0.049	2.700	0	3E-4	2.7E-5	0.000	0.000	0.000	0.0000	0.000	0.000	2.700	4E-4	4E-5	4.2E-6	-0.170	-0.611	1.636	-0.0021	-0.008	0.021	2.700	-1E-4	-1E-5	-1.1E-6	-3.408	-2.487	-1.527	-0.0428	-0.031	-0.019	2.700	-3E-6	-3E-7	-2.6E-8	0.000	-0.284	-4.145	0.0000	-0.004	-0.052	2.700	8E-5	8E-6	7.6E-7	0.000	0.000	0.000	0.0000	0.000	0.000	2.700	-1E-6	-1E-7	-1.3E-8	-1.619	-0.916	1.309	-0.0203	-0.012	0.016	2.700	7E-5	7E-6	6.6E-7	-2.173	-1.462	-0.327	-0.0273	-0.018	-0.004	2.700	0	0	-2.5E-4	-1.514	-2.531	-4.036	-0.0190	-0.032	-0.051
2.800	0	3E-4	2.8E-5	0.209	-0.065	-1.527	0.0026	-8.219E-4	-0.019	2.800	0	3E-4	2.7E-5	0.000	0.000	0.000	0.0000	0.000	0.000	2.800	4E-4	4E-5	3.9E-6	-0.231	-0.305	3.054	-0.0029	-0.004	0.038	2.800	-9E-5	-9E-6	-9.2E-7	-3.652	-2.596	0.654	-0.0459	-0.033	0.008	2.800	6E-6	6E-7	5.6E-8	-0.057	-0.829	-2.618	-7.1229E-4	-0.010	-0.033	2.800	8E-5	8E-6	7.7E-7	0.000	0.000	0.000	0.0000	0.000	0.000	2.800	2E-5	2E-6	2.2E-7	-1.702	-0.894	-0.327	-0.0214	-0.011	-0.004	2.800	1E-4	1E-5	1.1E-6	-2.330	-1.549	-0.545	-0.0293	-0.019	-0.007	2.800	0	0	-2.4E-4	-1.785	-2.683	0.218	-0.0224	-0.034	0.003
2.900	0	3E-4	2.8E-5	0.196	-0.065	0.327	0.0025	-8.219E-4	0.004	2.900	0	3E-4	2.7E-5	0.000	0.000	0.000	0.0000	0.000	0.000	2.900	4E-4	4E-5	3.7E-6	-0.231	0.000	1.309	-0.0029	0.000	0.016	2.900	-1E-4	-1E-5	-1.2E-6	-3.927	-2.356	4.363	-0.0493	-0.030	0.055	2.900	2E-5	2E-6	2.0E-7	-0.166	-0.807	0.982	-0.0021	-0.010	0.012	2.900	-5E-6	-5E-7	-5.0E-8	0.000	0.000	0.000	0.0000	0.000	0.000	2.900	4E-5	4E-6	4.1E-7	-1.798	-0.982	-1.091	-0.0226	-0.012	-0.014	2.900	8E-5	8E-6	8.4E-7	-2.483	-1.571	-0.764	-0.0312	-0.020	-0.010	2.900	0	0	-2.4E-4	-2.051	-2.487	1.418	-0.0258	-0.031	0.018
3.000	0	3E-4	2.8E-5	0.196	0.000	0.327	0.0025	0.000	0.004	3.000	0	3E-4	2.6E-5	0.000	0.000	0.218	0.0000	0.000	0.003	3.000	4E-4	4E-5	3.5E-6	-0.231	-0.044	-0.982	-0.0029	-5.479E-4	-0.012	3.000	-1E-4	-1E-5	-1.0E-6	-4.123	-1.724	3.054	-0.0518	-0.022	0.038	3.000	7E-5	7E-6	6.6E-7	-0.218	-0.633	0.327	-0.0027	-0.008	0.004	3.000	-6E-6	-6E-7	-5.9E-8	0.000	0.000	0.000	0.0000	0.000	0.000	3.000	5E-5	5E-6	5.0E-7	-1.898	-1.113	-1.091	-0.0238	-0.014	-0.014	3.000	8E-5	8E-6	8.0E-7	-2.644	-1.702	0.218	-0.0332	-0.021	0.003	3.000	0	0	-2.4E-4	-2.282	-2.400	5.345	-0.0287	-0.030	0.067
3.100	0	3E-4	2.8E-5	0.196	0.000	0.000	0.0025	0.000	0.000	3.100	0	3E-4	2.7E-5	0.000	0.044	0.218	0.0000	5.479E-4	0.003	3.100	4E-4	4E-5	3.5E-6	-0.240	-0.196	-1.745	-0.0030	-0.002	-0.022	3.100	-1E-4	-1E-5	-9.9E-7	-4.272	-1.745	-0.436	-0.0536	-0.022	-0.005	3.100	9E-5	9E-6	8.6E-7	-0.292	-0.742	1.091	-0.0037	-0.009	0.014	3.100	3E-6	3E-7	3.2E-8	0.000	0.000	0.000	0.0000	0.000	0.000	3.100	7E-5	7E-6	6.6E-7	-2.020	-1.200	0.218	-0.0254	-0.015	0.003	3.100	6E-5	6E-6	6.5E-7	-2.823	-1.527	5.454	-0.0355	-0.019	0.068	3.100	0	0	-2.4E-4	-2.531	-1.418	10.908	-0.0318	-0.018	0.137
3.200	0	3E-4	2.8E-5	0.196	0.000	0.000	0.0025	0.000	0.000	3.200	0	3E-4	2.7E-5	0.009	0.044	-0.218	1.0958E-4	5.479E-4	-0.003	3.200	4E-4	4E-5	3.9E-6	-0.271	-0.393	-1.309	-0.0034	-0.005	-0.016	3.200	-1E-4	-1E-5	-1.0E-6	-4.472	-1.811	-3.054	-0.0562	-0.023	-0.038	3.200	1E-4	1E-5	1.4E-6	-0.367	-0.415	2.400	-0.0046	-0.005	0.030	3.200	-1E-5	-1E-6	-1.4E-7	0.000	0.000	0.000	0.0000	0.000	0.000	3.200	1E-4	1E-5	9.9E-7	-2.138	-1.069	0.764	-0.0268	-0.013	0.010	3.200	3E-5	3E-6	3.4E-7	-2.950	-0.611	7.527	-0.0370	-0.008	0.095	3.200	0	0	-2.3E-4	-2.566	-0.218	7.090	-0.0322	-0.003	0.089
3.300	0	3E-4	2.8E-5	0.196	0.000	-1.854	0.0025	0.000	-0.023	3.300	0	3E-4	2.7E-5	0.009	0.000	-0.436	1.0958E-4	0.000	-0.005	3.300	4E-4	4E-5	4.0E-6	-0.319	-0.458	-0.764	-0.0040	-0.006	-0.010	3.300	-2E-4	-2E-5	-1.5E-6	-4.634	-2.356	-7.854	-0.0582	-0.030	-0.099	3.300	2E-4	2E-5	2.0E-6	-0.375	-0.262	-1.200	-0.0047	-0.003	-0.015	3.300	3E-5	3E-6	3.0E-7	0.000	0.000	0.000	0.0000	0.000	0.000	3.300	2E-4	2E-5	1.5E-6	-2.234	-1.047	-0.218	-0.0281	-0.013	-0.003	3.300	4E-5	4E-6	3.7E-7	-2.945	-0.022	2.836	-0.0370	-2.740E-4	0.036	3.300	0	0	-2.3E-4	-2.574	0.000	1.091	-0.0323	0.000	0.014
3.400	0	3E-4	2.8E-5	0.196	-0.371	-6.218	0.0025	-0.005	-0.078	3.400	0	3E-4	2.7E-5	0.009	-0.044	-0.218	1.0958E-4	-5.479E-4	-0.003	3.400	4E-4	4E-5	3.5E-6	-0.362	-0.545	-1.091	-0.0045	-0.007	-0.014	3.400	-2E-4	-2E-5	-1.6E-6	-4.944	-3.382	-4.691	-0.0621	-0.042	-0.059	3.400	2E-4	2E-5	2.2E-6	-0.419	-0.654	-1.636	-0.0053	-0.008	-0.021	3.400	-1E-5	-1E-6	-1.1E-7	0.000	0.000	0.218	0.0000	0.000	0.003	3.400	2E-4	2E-5	1.5E-6	-2.347	-1.113	-0.545	-0.0295	-0.014	-0.007	3.400	3E-5	3E-6	3.3E-7	-2.954	-0.044	0.218	-0.0371	-5.479E-4	0.003	3.400	0	0	-2.3E-4	-2.566	0.000	-1.963	-0.0322	0.000	-0.025
3.500	0	3E-4	2.8E-5	0.122	-1.244	-5.236	0.0015	-0.016	-0.066	3.500	0	3E-4	2.7E-5	0.000	-0.044	0.436	0.0000	-5.479E-4	0.005	3.500	3E-4	3E-5	3.2E-6	-0.428	-0.676	0.109	-0.0054	-0.008	0.001	3.500	-1E-4	-1E-5	-1.2E-6	-5.310	-3.294	2.836	-0.0667	-0.041	0.036	3.500	2E-4	2E-5	2.1E-6	-0.506	-0.589	1.527	-0.0064	-0.007	0.019	3.500	-1E-5	-1E-6	-1.3E-7	0.000	0.044	0.000	0.0000	5.479E-4	0.000	3.500	1E-4	1E-5	1.3E-6	-2.457	-1.156	-0.654	-0.0308	-0.015	-0.008	3.500	8E-5	8E-6	7.9E-7	-2.954	0.022	0.218	-0.0371	2.740E-4	0.003	3.500	0	0	-2.3E-4	-2.574	-0.393	-7.745	-0.0323	-0.005	-0.097
3.600	0	3E-4	2.7E-5	-0.052	-1.418	2.945	-6.5750E-4	-0.018	0.037	3.600	0	3E-4	2.7E-5	0.000	0.044	0.436	0.0000	5.479E-4	0.005	3.600	4E-4	4E-5	3.5E-6	-0.497	-0.524	2.400	-0.0062	-0.007	0.030	3.600	-2E-4	-2E-5	-1.5E-6	-5.603	-2.814	1.963	-0.0704	-0.035	0.025	3.600	2E-4	2E-5	1.9E-6	-0.537	-0.349	-0.654	-0.0067	-0.004	-0.008	3.600	-9E-6	-9E-7	-8.5E-8	0.009	0.000	-0.218	1.0958E-4	0.000	-0.003	3.600	2E-4	2E-5	1.8E-6	-2.579	-1.244	-0.109	-0.0324	-0.016	-0.001	3.600	4E-5	4E-6	4.4E-7	-2.950	0.000	-0.327	-0.0370	0.000	-0.004	3.600	0	0	-2.3E-4	-2.644	-1.549	-10.254	-0.0332	-0.019	-0.129
3.700	0	3E-4	2.7E-5	-0.161	-0.654	6.545	-0.0020	-0.008	0.082	3.700	0	3E-4	2.8E-5	0.009	0.044	-0.218	1.0958E-4	5.479E-4	-0.003	3.700	4E-4	4E-5	3.5E-6	-0.532	-0.196	1.745	-0.0067	-0.002	0.022	3.700	-2E-4	-2E-5	-1.6E-6	-5.873	-2.902	-1.091	-0.0737	-0.036	-0.014	3.700	2E-4	2E-5	1.9E-6	-0.576	-0.720	-5.127	-0.0072	-0.009	-0.064	3.700	-1E-7	-1E-8	-1.1E-9	0.000	0.000	0.327	0.0000	0.000	0.004	3.700	2E-4	2E-5	2.1E-6	-2.705	-1.178	1.309	-0.0340	-0.015	0.016	3.700	3E-5	3E-6	2.9E-7	-2.954	-0.044	-0.873	-0.0371	-5.479E-4	-0.011	3.700	0	0	-2.3E-4	-2.884	-2.443	-6.654	-0.0362	-0.031	-0.084
3.800	0	3E-4	2.6E-5	-0.183	-0.109	3.272	-0.0023	-0.001	0.041	3.800	0	3E-4	2.8E-5	0.009	0.000	-0.109	1.0958E-4	0.000	-0.001	3.800	4E-4	4E-5	3.7E-6	-0.537	-0.175	-1.418	-0.0067	-0.002	-0.018	3.800	-1E-4	-1E-5	-1.2E-6	-6.183	-3.033	0.654	-0.0776	-0.038	0.008	3.800	2E-4	2E-5	2.3E-6	-0.681	-1.374	-5.236	-0.0085	-0.017	-0.066	3.800	2E-5	2E-6	1.9E-7	0.009	0.065	0.109	1.0958E-4	8.219E-4	0.001	3.800	2E-4	2E-5	2.1E-6	-2.814	-0.982	1.527	-0.0353	-0.012	0.019	3.800	2E-5	2E-6	2.2E-7	-2.958	-0.175	-3.927	-0.0371	-0.002	-0.049	3.800	0	0	-2.2E-4	-3.133	-2.880	-5.781	-0.0393	-0.036	-0.073
3.900	0	3E-4	2.5E-5	-0.183	0.000	0.545	-0.0023	0.000	0.007	3.900	0	3E-4	2.8E-5	0.009	0.022	2.727	1.0958E-4	2.740E-4	0.034	3.900	3E-4	3E-5	3.3E-6	-0.567	-0.480	-2.836	-0.0071	-0.006	-0.036	3.900	-9E-5	-9E-6	-8.9E-7	-6.480	-2.771	2.727	-0.0814	-0.035	0.034	3.900	3E-4	3E-5	2.7E-6	-0.851	-1.767	0.109	-0.0107	-0.022	0.001	3.900	9E-6	9E-7	9.0E-8	0.013	0.022	-0.327	1.6437E-4	2.740E-4	-0.004	3.900	2E-4	2E-5	1.9E-6	-2.902	-0.873	0.436	-0.0364	-0.011	0.005	3.900	4E-5	4E-6	3.7E-7	-2.989	-0.829	-5.890	-0.0375	-0.010	-0.074	3.900	0	0	-2.2E-4	-3.460	-3.600	-3.163	-0.0434	-0.045	-0.040
4.000	0	3E-4	2.5E-5	-0.183	0.000	-4.800	-0.0023	0.000	-0.060	4.000	0	3E-4	2.8E-5	0.013	0.545	6.109	1.6437E-4	0.007	0.077	4.000	3E-4	3E-5	3.1E-6	-0.633	-0.742	-2.618	-0.0079	-0.009	-0.033	4.000	-7E-5	-7E-6	-7.4E-7	-6.737	-2.487	1.963	-0.0846	-0.031	0.025	4.000	3E-4	3E-5	3.0E-6	-1.034	-1.353	4.363	-0.0130	-0.017	0.055	4.000	-3E-5	-3E-6	-2.7E-7	0.013	0.000	-0.109	1.6437E-4	0.000	-0.001	4.000	2E-4	2E-5	2.0E-6	-2.989	-0.894	-0.436	-0.0375	-0.011	-0.005	4.000	3E-5	3E-6	3.3E-7	-3.124	-1.353	-3.163	-0.0392	-0.017	-0.040	4.000	0	0	-2.0E-4	-3.853	-3.512	10.472	-0.0484	-0.044	0.132
4.100	0	3E-4	2.5E-5	-0.183	-0.960	-14.290	-0.0023	-0.012	-0.179	4.100	0	3E-4	2.8E-5	0.118	1.244	5.345	0.0015	0.016	0.067	4.100	3E-4	3E-5	3.0E-6	-0.716	-1.004	-1.745	-0.0090	-0.013	-0.022	4.100	-6E-5	-6E-6	-6.2E-7	-6.977	-2.378	1.854	-0.0876	-0.030	0.023	4.100	3E-4	3E-5	3.3E-6	-1.121	-0.894	1.309	-0.0141	-0.011	0.016	4.100	-4E-5	-4E-6	-3.8E-7	0.013	0.000	0.000	1.6437E-4	0.000	0.000	4.100	2E-4	2E-5	1.7E-6	-3.081	-0.960	0.545	-0.0387	-0.012	0.007	4.100	5E-5	5E-6	5.0E-7	-3.259	-1.462	-1.745	-0.0409	-0.018	-0.022	4.100	0	0	-1.8E-4	-4.163	-1.505	17.890	-0.0523	-0.019	0.225
4.200	0	3E-4	2.5E-5	-0.375	-2.858	-11.236	-0.0047	-0.036	-0.141	4.200	0	3E-4	2.9E-5	0.262	1.614	-1.091	0.0033	0.020	-0.014	4.200	3E-4	3E-5	2.6E-6	-0.833	-1.091	-0.545	-0.0105	-0.014	-0.007	4.200	-3E-5	-3E-6	-3.4E-7	-7.213	-2.116	1.309	-0.0906	-0.027	0.016	4.200	4E-4	4E-5	3.5E-6	-1.213	-1.091	-1.854	-0.0152	-0.014	-0.023	4.200	-4E-6	-4E-7	-3.7E-8	0.013	0.000	0.000	1.6437E-4	0.000	0.000	4.200	2E-4	2E-5	1.9E-6	-3.181	-0.785	3.600	-0.0399	-0.010	0.045	4.200	1E-5	1E-6	1.3E-7	-3.416	-1.702	-1.527	-0.0429	-0.021	-0.019	4.200	0	0	-1.7E-4	-4.154	0.065	7.636	-0.0522	8.219E-4	0.096
4.300	0	3E-4	2.5E-5	-0.755	-3.207	7.745	-0.0095	-0.040	0.097	4.300	0	3E-4	2.8E-5	0.441	1.025	-7.418	0.0055	0.013	-0.093	4.300	3E-4	3E-5	2.7E-6	-0.934	-1.113	-0.436	-0.0117	-0.014	-0.005	4.300	-5E-5	-5E-6	-5.1E-7	-7.400	-2.116	-1.418	-0.0929	-0.027	-0.018	4.300	3E-4	3E-5	3.4E-6	-1.340	-1.265	-1.963	-0.0168	-0.016	-0.025	4.300	3E-5	3E-6	2.6E-7	0.013	0.000	0.000	1.6437E-4	0.000	0.000	4.300	1E-4	1E-5	1.3E-6	-3.238	-0.240	4.145	-0.0407	-0.003	0.052	4.300	4E-5	4E-6	3.7E-7	-3.600	-1.767	0.436	-0.0452	-0.022	0.005	4.300	0	0	-1.7E-4	-4.150	0.022	-0.545	-0.0521	2.740E-4	-0.007
4.400	0	2E-4	2.4E-5	-1.017	-1.309	16.035	-0.0128	-0.016	0.201	4.400	0	3E-4	2.8E-5	0.467	0.131	-5.454	0.0059	0.002	-0.068	4.400	3E-4	3E-5	2.9E-6	-1.056	-1.178	0.327	-0.0133	-0.015	0.004	4.400	-9E-5	-9E-6	-9.3E-7	-7.636	-2.400	-0.327	-0.0959	-0.030	-0.004	4.400	4E-4	4E-5	3.7E-6	-1.466	-1.484	-2.291	-0.0184	-0.019	-0.029	4.400	5E-5	5E-6	4.6E-7	0.013	0.000	0.000	1.6437E-4	0.000	0.000	4.400	2E-4	2E-5	1.6E-6	-3.229	0.044	1.200	-0.0405	5.479E-4	0.015	4.400	3E-5	3E-6	3.4E-7	-3.770	-1.614	1.636	-0.0473	-0.020	0.021	4.400	0	0	-1.7E-4	-4.150	-0.044	-4.691	-0.0521	-5.479E-4	-0.059
4.500	0	2E-4	2.4E-5	-1.017	0.000	5.345	-0.0128	0.000	0.067	4.500	0	3E-4	2.8E-5	0.467	-0.065	-0.982	0.0059	-8.219E-4	-0.012	4.500	2E-4	2E-5	2.4E-6	-1.169	-1.047	1.418	-0.0147	-0.013	0.018	4.500	-8E-5	-8E-6	-8.3E-7	-7.880	-2.182	2.727	-0.0990	-0.027	0.034	4.500	4E-4	4E-5	3.6E-6	-1.636	-1.724	-2.618	-0.0205	-0.022	-0.033	4.500	2E-5	2E-6	2.2E-7	0.013	0.000	1.200	1.6437E-4	0.000	0.015	4.500	2E-4	2E-5	2.2E-6	-3.229	0.000	-0.218	-0.0405	0.000	-0.003	4.500	-3E-5	-3E-6	-3.0E-7	-3.923	-1.440	1.527	-0.0493	-0.018	0.019	4.500	0	0	-1.7E-4	-4.158	-0.916	-9.163	-0.0522	-0.012	-0.115
