Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #12,Run #12,Run #12,Run #12
Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²)
0.74,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0.74,16.65,38.397,43.633,0.3975,0.917,1.042,0.74,2.81,13.963,43.633,0.2046,0.625,1.042,0.74,7.749,25.307,43.633,0.185,0.604,1.042,0.74,2.147,11.345,0,0.0512,0.271,0,0.74,6.842,21.817,87.266,0.1633,0.521,2.083,0.74,3.002,10.472,-43.633,0.0717,0.25,-1.042,0.74,1.117,5.236,-43.633,0.0267,0.125,-1.042,0.74,3.264,11.345,-43.633,0.0779,0.271,-1.042,0.74,6.597,15.708,43.633,0.1575,0.375,1.042,0.74,0.105,1.745,43.633,0.0025,0.042,1.042
0.75,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.75,17.034,39.27,87.266,0.4067,0.937,2.083,0.75,2.95,13.963,43.633,0.2108,0.625,1.042,0.75,8.011,25.307,-6.57E-12,0.1912,0.604,6.66E-14,0.75,2.251,11.345,87.266,0.0537,0.271,2.083,0.75,7.069,21.817,-2.13E-12,0.1687,0.521,7.22E-14,0.75,3.107,9.599,-43.633,0.0742,0.229,-1.042,0.75,1.169,5.236,43.633,0.0279,0.125,1.042,0.75,3.368,10.472,-43.633,0.0804,0.25,-1.042,0.75,6.754,16.581,43.633,0.1612,0.396,1.042,0.75,0.122,1.745,0,0.0029,0.042,1.04E-15
0.76,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0.76,17.436,40.143,43.633,0.4162,0.958,1.042,0.76,3.089,14.835,43.633,0.2171,0.625,6.66E-14,0.76,8.255,25.307,87.266,0.1971,0.604,2.083,0.76,2.374,13.09,87.266,0.0567,0.312,2.083,0.76,7.278,21.817,2.13E-12,0.1737,0.521,0,0.76,3.194,9.599,43.633,0.0762,0.229,1.042,0.76,1.222,6.109,87.266,0.0292,0.146,2.083,0.76,3.473,10.472,-1.16E-12,0.0829,0.25,-3.47E-14,0.76,6.929,16.581,2.13E-12,0.1654,0.396,0,0.76,0.14,1.745,0,0.0033,0.042,0
0.77,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0.77,17.837,40.143,0,0.4258,0.958,0,0.77,3.246,14.835,0,0.2233,0.646,1.042,0.77,8.517,27.053,87.266,0.2033,0.646,2.083,0.77,2.513,13.09,0,0.06,0.312,-1.67E-14,0.77,7.505,21.817,43.633,0.1792,0.521,1.042,0.77,3.299,10.472,43.633,0.0787,0.25,1.042,0.77,1.292,6.981,43.633,0.0308,0.167,1.042,0.77,3.578,10.472,43.633,0.0854,0.25,1.042,0.77,7.086,16.581,43.633,0.1692,0.396,1.042,0.77,0.157,1.745,-3.33E-14,0.0037,0.042,0
0.78,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0.78,18.239,40.143,43.633,0.4354,0.958,1.042,0.78,3.386,14.835,87.266,0.23,0.667,2.083,0.78,8.796,27.053,0,0.21,0.646,0,0.78,2.635,13.09,43.633,0.0629,0.312,1.042,0.78,7.714,22.689,87.266,0.1842,0.542,2.083,0.78,3.403,10.472,43.633,0.0812,0.25,1.042,0.78,1.361,6.981,-5.33E-13,0.0325,0.167,-2.50E-14,0.78,3.683,11.345,87.266,0.0879,0.271,2.083,0.78,7.261,17.453,43.633,0.1733,0.417,1.042,0.78,0.175,1.745,43.633,0.0042,0.042,1.042
0.79,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0.79,18.64,41.015,43.633,0.445,0.979,1.042,0.79,3.543,16.581,87.266,0.2367,0.667,1.042,0.79,9.058,27.053,43.633,0.2162,0.646,1.042,0.79,2.775,13.963,43.633,0.0662,0.333,1.042,0.79,7.959,23.562,-2.13E-12,0.19,0.562,6.66E-14,0.79,3.508,11.345,43.633,0.0837,0.271,1.042,0.79,1.431,6.981,-5.33E-13,0.0342,0.167,0,0.79,3.805,12.217,43.633,0.0908,0.292,1.042,0.79,7.435,17.453,0,0.1775,0.417,0,0.79,0.192,2.618,43.633,0.0046,0.062,1.042
0.8,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.8,19.059,41.015,0,0.455,0.979,0,0.8,3.718,16.581,1.07E-12,0.2433,0.667,-6.66E-14,0.8,9.338,27.925,43.633,0.2229,0.667,1.042,0.8,2.915,13.963,1.07E-12,0.0696,0.333,0,0.8,8.186,22.689,2.13E-12,0.1954,0.542,0,0.8,3.63,11.345,0,0.0867,0.271,0,0.8,1.501,6.981,5.33E-13,0.0358,0.167,1.67E-14,0.8,3.927,12.217,1.07E-12,0.0937,0.292,-3.61E-14,0.8,7.61,17.453,-43.633,0.1817,0.417,-1.042,0.8,0.227,2.618,0,0.0054,0.062,2.08E-15
0.81,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0.81,19.46,41.015,87.266,0.4646,0.979,2.083,0.81,3.875,16.581,43.633,0.25,0.687,1.042,0.81,9.617,27.925,43.633,0.2296,0.667,1.042,0.81,3.054,13.963,43.633,0.0729,0.333,1.042,0.81,8.412,23.562,87.266,0.2008,0.562,2.083,0.81,3.735,11.345,0,0.0892,0.271,0,0.81,1.571,6.981,5.33E-13,0.0375,0.167,0,0.81,4.049,12.217,-1.07E-12,0.0967,0.292,-3.61E-14,0.81,7.784,16.581,0,0.1858,0.396,0,0.81,0.244,2.618,0,0.0058,0.062,2.08E-15
0.82,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0.82,19.879,42.761,87.266,0.4746,1.021,2.083,0.82,4.049,17.453,43.633,0.2571,0.708,2.083,0.82,9.896,28.798,87.266,0.2362,0.687,2.083,0.82,3.194,14.835,43.633,0.0762,0.354,1.042,0.82,8.657,24.435,43.633,0.2067,0.583,1.042,0.82,3.857,11.345,2.04E-12,0.0921,0.271,7.49E-14,0.82,1.641,6.981,43.633,0.0392,0.167,1.042,0.82,4.171,12.217,2.31E-12,0.0996,0.292,8.33E-14,0.82,7.941,17.453,87.266,0.1896,0.417,2.083,0.82,0.279,2.618,6.66E-13,0.0067,0.062,1.53E-14
0.83,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0.83,20.316,42.761,2.84E-12,0.485,1.021,1.44E-13,0.83,4.224,17.453,4.80E-12,0.2642,0.708,1.042,0.83,10.193,29.671,43.633,0.2433,0.708,1.042,0.83,3.351,14.835,3.02E-12,0.08,0.354,1.33E-13,0.83,8.901,24.435,2.31E-12,0.2125,0.583,9.44E-14,0.83,3.962,11.345,43.633,0.0946,0.271,1.042,0.83,1.71,7.854,43.633,0.0408,0.188,1.042,0.83,4.294,12.217,3.38E-12,0.1025,0.292,8.33E-14,0.83,8.133,18.326,43.633,0.1942,0.438,1.042,0.83,0.297,2.618,43.633,0.0071,0.063,1.042
0.84,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0.84,20.735,42.761,43.633,0.495,1.021,1.042,0.84,4.398,17.453,43.633,0.2713,0.708,-7.22E-14,0.84,10.489,29.671,-8.17E-12,0.2504,0.708,-2.67E-13,0.84,3.491,14.835,87.266,0.0833,0.354,2.083,0.84,9.146,24.435,43.633,0.2183,0.583,1.042,0.84,4.084,12.217,43.633,0.0975,0.292,1.042,0.84,1.798,7.854,-2.18E-12,0.0429,0.188,-6.94E-14,0.84,4.416,12.217,-3.38E-12,0.1054,0.292,-8.33E-14,0.84,8.308,18.326,-9.59E-12,0.1983,0.438,-1.92E-13,0.84,0.332,3.491,-5.77E-13,0.0079,0.083,-1.32E-14
0.85,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0.85,21.171,43.633,43.633,0.5054,1.042,1.042,0.85,4.573,18.326,87.266,0.2783,0.708,0,0.85,10.786,29.671,43.633,0.2575,0.708,1.042,0.85,3.648,16.581,87.266,0.0871,0.396,2.083,0.85,9.39,25.307,43.633,0.2242,0.604,1.042,0.85,4.206,12.217,-8.88E-14,0.1004,0.292,-4.72E-14,0.85,1.868,7.854,-2.18E-12,0.0446,0.187,-3.47E-14,0.85,4.538,12.217,43.633,0.1083,0.292,1.042,0.85,8.5,18.326,-43.633,0.2029,0.437,-1.042,0.85,0.367,2.618,-43.633,0.0087,0.062,-1.042
0.86,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0.86,21.607,43.633,43.633,,1.042,1.042,0.86,4.765,19.199,43.633,0.2854,0.729,1.042,0.86,11.083,30.543,87.266,0.2646,0.729,2.083,0.86,3.822,16.581,0,0.0912,0.396,0,0.86,9.652,25.307,0,0.2304,0.604,0,0.86,4.328,12.217,-2.22E-12,0.1033,0.292,-3.61E-14,0.86,1.955,7.854,0,0.0467,0.187,1.67E-14,0.86,4.66,13.09,43.633,0.1112,0.312,1.042,0.86,8.674,17.453,4.44E-12,0.2071,0.417,6.94E-14,0.86,0.384,2.618,43.633,0.0092,0.062,1.042
0.87,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0.87,22.044,44.506,87.266,,1.062,2.083,0.87,4.957,19.199,2.31E-12,0.2929,0.75,2.083,0.87,11.397,31.416,43.633,0.2721,0.75,1.042,0.87,3.979,16.581,43.633,0.095,0.396,1.042,0.87,9.896,25.307,43.633,0.2362,0.604,1.042,0.87,4.451,12.217,-2.22E-12,0.1062,0.292,-3.61E-14,0.87,2.025,7.854,43.633,0.0483,0.187,1.042,0.87,4.8,13.09,-2.22E-12,0.1146,0.312,-3.33E-14,0.87,8.849,18.326,87.266,0.2112,0.437,2.083,0.87,0.419,3.491,43.633,0.01,0.083,1.042
0.88,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0.88,22.497,45.379,43.633,,1.083,1.042,0.88,5.149,19.199,43.633,0.3004,0.771,2.083,0.88,11.711,31.416,4.44E-12,0.2796,0.75,1.39E-13,0.88,4.154,17.453,43.633,0.0992,0.417,1.042,0.88,10.158,26.18,43.633,0.2425,0.625,1.042,0.88,4.573,12.217,0,0.1092,0.292,0,0.88,2.112,8.727,43.633,0.0504,0.208,1.042,0.88,4.922,13.09,43.633,0.1175,0.312,1.042,0.88,9.041,19.199,43.633,0.2158,0.458,1.042,0.88,0.454,3.491,0,0.0108,0.083,4.16E-15
0.89,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0.89,22.951,45.379,43.633,,1.083,1.042,0.89,5.341,20.071,87.266,0.3083,0.771,1.042,0.89,12.025,31.416,43.633,0.2871,0.75,1.042,0.89,4.328,17.453,-1.07E-12,0.1033,0.417,-3.61E-14,0.89,10.42,26.18,4.44E-12,0.2487,0.625,6.66E-14,0.89,4.695,12.217,43.633,0.1121,0.292,1.042,0.89,2.199,8.727,0,0.0525,0.208,0,0.89,5.061,13.963,2.22E-12,0.1208,0.333,3.33E-14,0.89,9.233,19.199,0,0.2204,0.458,0,0.89,0.489,3.491,0,0.0117,0.083,0
0.9,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.9,23.405,46.251,43.633,,1.104,1.042,0.9,5.55,20.944,43.633,0.3158,0.771,1.39E-13,0.9,12.339,32.289,87.266,0.2946,0.771,2.083,0.9,4.503,17.453,0,0.1075,0.417,0,0.9,10.681,26.18,4.44E-12,0.255,0.625,-1.39E-13,0.9,4.817,13.09,43.633,0.115,0.312,1.042,0.9,2.286,8.727,0,0.0546,0.208,0,0.9,5.201,13.09,-43.633,0.1242,0.312,-1.042,0.9,9.425,19.199,4.44E-12,0.225,0.458,6.94E-14,0.9,0.524,3.491,1.33E-13,0.0125,0.083,0
0.91,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.91,23.876,46.251,0,,1.104,0,0.91,5.76,20.944,0,0.3237,0.792,1.042,0.91,12.671,33.161,43.633,0.3025,0.792,1.042,0.91,4.677,17.453,43.633,0.1117,0.417,1.042,0.91,10.943,26.18,43.633,0.2612,0.625,1.042,0.91,4.957,13.09,2.22E-12,0.1183,0.312,-3.33E-14,0.91,2.374,8.727,43.633,0.0567,0.208,1.042,0.91,5.323,13.09,43.633,0.1271,0.312,1.042,0.91,9.617,19.199,4.44E-12,0.2296,0.458,6.94E-14,0.91,0.559,3.491,43.633,0.0133,0.083,1.042
0.92,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0.92,24.33,46.251,43.633,0.5808,1.104,1.042,0.92,5.969,20.944,43.633,0.3317,0.812,2.083,0.92,13.003,33.161,-4.26E-12,0.3104,0.792,1.39E-13,0.92,4.852,18.326,87.266,0.1158,0.437,2.083,0.92,11.205,27.053,87.266,0.2675,0.646,2.083,0.92,5.079,13.09,43.633,0.1212,0.312,1.042,0.92,2.461,9.599,43.633,0.0587,0.229,1.042,0.92,5.463,13.963,43.633,0.1304,0.333,1.042,0.92,9.809,19.199,43.633,0.2342,0.458,1.042,0.92,0.593,4.363,43.633,0.0142,0.104,1.042
0.93,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0.93,24.801,47.124,43.633,0.5921,1.125,1.042,0.93,6.178,21.817,87.266,0.34,0.812,1.042,0.93,13.334,33.161,43.633,0.3183,0.792,1.042,0.93,5.044,19.199,43.633,0.1204,0.458,1.042,0.93,11.484,27.925,43.633,0.2742,0.667,1.042,0.93,5.219,13.963,-2.22E-12,0.1246,0.333,3.33E-14,0.93,2.566,9.599,-43.633,0.0612,0.229,-1.042,0.93,5.603,13.963,43.633,0.1337,0.333,1.042,0.93,10.001,20.071,43.633,0.2387,0.479,1.042,0.93,0.646,4.363,-43.633,0.0154,0.104,-1.042
0.94,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0.94,25.272,47.124,43.633,0.6033,1.125,1.042,0.94,6.405,22.689,43.633,0.3479,0.812,0,0.94,13.666,34.034,43.633,0.3262,0.812,1.042,0.94,5.236,19.199,7.64E-12,0.125,0.458,1.61E-13,0.94,11.764,27.925,1.23E-11,0.2808,0.667,4.44E-14,0.94,5.358,13.09,-43.633,0.1279,0.312,-1.042,0.94,2.653,8.727,3.82E-12,0.0633,0.208,9.85E-14,0.94,5.742,14.835,43.633,0.1371,0.354,1.042,0.94,10.21,20.071,9.95E-12,0.2437,0.479,6.38E-14,0.94,0.681,3.491,1.20E-12,0.0163,0.083,2.43E-14
0.95,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.95,25.744,47.997,87.266,0.6146,1.146,2.083,0.95,6.632,22.689,6.40E-12,0.3562,0.833,1.042,0.95,14.015,34.034,1.39E-11,0.3346,0.813,3.61E-13,0.95,5.428,19.199,43.633,0.1296,0.458,1.042,0.95,12.043,27.925,7.82E-12,0.2875,0.667,1.83E-13,0.95,5.48,13.09,43.633,0.1308,0.313,1.042,0.95,2.74,9.599,87.266,0.0654,0.229,2.083,0.95,5.899,14.835,-43.633,0.1408,0.354,-1.042,0.95,10.402,20.071,43.633,0.2483,0.479,1.042,0.95,0.716,4.363,87.266,0.0171,0.104,2.083
0.96,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0.96,26.232,48.869,43.633,0.6262,1.167,1.042,0.96,6.859,22.689,-6.40E-12,0.3646,0.833,1.042,0.96,14.347,34.034,87.266,0.3425,0.813,2.083,0.96,5.62,20.071,43.633,0.1342,0.479,1.042,0.96,12.322,27.925,43.633,0.2942,0.667,1.042,0.96,5.62,13.963,43.633,0.1342,0.333,1.042,0.96,2.845,10.472,43.633,0.0679,0.25,1.042,0.96,6.039,13.963,-43.633,0.1442,0.333,-1.042,0.96,10.612,20.944,43.633,0.2533,0.5,1.042,0.96,0.768,5.236,43.633,0.0183,0.125,1.042
0.97,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0.97,26.721,48.869,-1.35E-11,0.6379,1.167,-5.55E-14,0.97,7.086,22.689,43.633,0.3729,0.833,0,0.97,14.696,35.779,87.266,0.3508,0.854,2.083,0.97,5.829,20.071,-3.38E-12,0.1392,0.479,-1.33E-13,0.97,12.601,28.798,43.633,0.3008,0.688,1.042,0.97,5.76,13.963,-3.91E-12,0.1375,0.333,-2.22E-14,0.97,2.95,10.472,-43.633,0.0704,0.25,-1.042,0.97,6.178,13.963,43.633,0.1475,0.333,1.042,0.97,10.821,20.944,-1.24E-12,0.2583,0.5,-7.22E-14,0.97,0.82,5.236,-43.633,0.0196,0.125,-1.042
0.98,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0.98,27.21,48.869,43.633,0.6496,1.167,1.042,0.98,7.313,23.562,87.266,0.3812,0.854,1.042,0.98,15.062,35.779,4.26E-12,0.3596,0.854,0,0.98,6.021,20.071,87.266,0.1437,0.479,2.083,0.98,12.898,28.798,-4.44E-12,0.3079,0.688,-1.33E-13,0.98,5.899,13.963,43.633,0.1408,0.333,1.042,0.98,3.054,9.599,-43.633,0.0729,0.229,-1.042,0.98,6.318,14.835,43.633,0.1508,0.354,1.042,0.98,11.03,20.944,0,0.2633,0.5,0,0.98,0.873,4.363,-43.633,0.0208,0.104,-1.042
0.99,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0.99,27.698,49.742,87.266,0.6612,1.188,2.083,0.99,7.557,24.435,87.266,0.39,0.875,2.083,0.99,15.411,35.779,43.633,0.3679,0.854,1.042,0.99,6.231,21.817,87.266,0.1487,0.521,2.083,0.99,13.177,28.798,43.633,0.3146,0.687,1.042,0.99,6.039,14.835,43.633,0.1442,0.354,1.042,0.99,3.142,9.599,43.633,0.075,0.229,1.042,0.99,6.475,14.835,-2.22E-12,0.1546,0.354,0,0.99,11.24,20.944,-4.44E-12,0.2683,0.5,0,0.99,0.908,4.363,87.266,0.0217,0.104,2.083
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28.205,50.615,43.633,0.6733,1.208,1.042,1,7.802,25.307,43.633,0.3987,0.875,1.042,1,15.778,36.652,43.633,0.3767,0.875,1.042,1,6.458,21.817,2.13E-12,0.1542,0.521,7.22E-14,1,13.474,29.671,87.266,0.3217,0.708,2.083,1,6.196,14.835,0,0.1479,0.354,-6.94E-14,1,3.246,10.472,43.633,0.0775,0.25,1.042,1,6.615,14.835,43.633,0.1579,0.354,1.042,1,11.449,20.944,-4.44E-12,0.2733,0.5,0,1,0.96,6.109,87.266,0.0229,0.146,2.083
1.01,0,0,0,0,0,0,1.01,0,0,0,0,0,0,1.01,28.711,50.615,0,0.6854,1.208,-2.78E-13,1.01,8.063,25.307,2.31E-12,0.4075,0.896,1.042,1.01,16.144,36.652,43.633,0.3854,0.875,1.042,1.01,6.667,21.817,43.633,0.1592,0.521,1.042,1.01,13.771,30.543,43.633,0.3287,0.729,1.042,1.01,6.336,14.835,0,0.1512,0.354,0,1.01,3.351,10.472,43.633,0.08,0.25,1.042,1.01,6.772,15.708,43.633,0.1617,0.375,1.042,1.01,11.659,20.944,43.633,0.2783,0.5,1.042,1.01,1.03,6.109,-2.67E-13,0.0246,0.146,-9.71E-15
1.02,0,0,0,0,0,0,1.02,0,0,0,0,0,0,1.02,29.217,50.615,43.633,0.6975,1.208,1.042,1.02,8.308,25.307,43.633,0.4167,0.896,1.042,1.02,16.511,37.525,43.633,0.3942,0.896,1.042,1.02,6.894,22.689,43.633,0.1646,0.542,1.042,1.02,14.085,30.543,0,0.3362,0.729,0,1.02,6.493,14.835,0,0.155,0.354,0,1.02,3.456,11.345,43.633,0.0825,0.271,1.042,1.02,6.929,15.708,-43.633,0.1654,0.375,-1.042,1.02,11.868,21.817,43.633,0.2833,0.521,1.042,1.02,1.082,6.109,-5.33E-13,0.0258,0.146,-9.71E-15
1.03,0,0,0,0,0,0,1.03,0,0,0,0,0,0,1.03,29.723,51.487,-43.633,0.7096,1.229,-1.042,1.03,8.57,26.18,43.633,0.4254,0.896,1.39E-13,1.03,16.895,37.525,0,0.4033,0.896,-1.39E-13,1.03,7.121,22.689,0,0.17,0.542,0,1.03,14.382,30.543,43.633,0.3433,0.729,1.042,1.03,6.632,14.835,43.633,0.1583,0.354,1.042,1.03,3.578,11.345,1.07E-12,0.0854,0.271,0,1.03,7.086,14.835,-43.633,0.1692,0.354,-1.042,1.03,12.095,21.817,-4.44E-12,0.2887,0.521,-1.39E-13,1.03,1.152,6.109,-43.633,0.0275,0.146,-1.042
1.04,0,0,0,0,0,0,1.04,0,0,0,0,0,0,1.04,30.247,49.742,-523.599,0.7221,1.188,-12.5,1.04,8.831,26.18,4.44E-12,0.4346,0.917,1.042,1.04,17.261,37.525,87.266,0.4121,0.896,2.083,1.04,7.348,22.689,43.633,0.1754,0.542,1.042,1.04,14.696,31.416,43.633,0.3508,0.75,1.042,1.04,6.789,15.708,43.633,0.1621,0.375,1.042,1.04,3.683,11.345,0,0.0879,0.271,0,1.04,7.226,14.835,87.266,0.1725,0.354,2.083,1.04,12.305,21.817,43.633,0.2937,0.521,1.042,1.04,1.204,5.236,0,0.0287,0.125,0
1.05,0,0,0,0,0,0,1.05,0,0,0,0,0,0,1.05,30.718,41.015,-1658.063,0.7333,0.979,-39.583,1.05,9.093,26.18,43.633,0.4437,0.937,2.083,1.05,17.645,39.27,87.266,0.4212,0.937,2.083,1.05,7.575,23.562,87.266,0.1808,0.562,2.083,1.05,15.01,31.416,43.633,0.3583,0.75,1.042,1.05,6.946,15.708,-2.22E-12,0.1658,0.375,-6.94E-14,1.05,3.805,11.345,-1.07E-12,0.0908,0.271,0,1.05,7.383,16.581,87.266,0.1762,0.396,2.083,1.05,12.531,22.689,43.633,0.2992,0.542,1.042,1.05,1.257,6.109,87.266,0.03,0.146,2.083
1.06,0,0,0,0,0,0,1.06,0,0,0,0,0,0,1.06,31.067,16.581,-2181.661,0.7417,0.396,-52.083,1.06,9.355,27.053,87.266,0.4533,0.937,1.042,1.06,18.047,39.27,8.88E-12,0.4308,0.937,0,1.06,7.819,24.435,43.633,0.1867,0.583,1.042,1.06,15.324,32.289,43.633,0.3658,0.771,1.042,1.06,7.103,15.708,2.22E-12,0.1696,0.375,-6.94E-14,1.06,3.91,11.345,43.633,0.0933,0.271,1.042,1.06,7.557,16.581,-43.633,0.1804,0.396,-1.042,1.06,12.758,22.689,4.44E-12,0.3046,0.542,-1.39E-13,1.06,1.326,6.981,43.633,0.0317,0.167,1.042
1.07,0,0,0,0,0,0,1.07,0,0,0,0,0,0,1.07,31.049,-2.618,-1047.197,0.7412,-0.062,-25,1.07,9.634,27.925,43.633,0.4625,0.937,0,1.07,18.431,39.27,43.633,0.44,0.937,1.042,1.07,8.063,24.435,6.75E-12,0.1925,0.583,7.22E-14,1.07,15.656,32.289,4.26E-12,0.3737,0.771,1.39E-13,1.07,7.261,15.708,2.22E-12,0.1733,0.375,6.94E-14,1.07,4.032,12.217,43.633,0.0962,0.292,1.042,1.07,7.714,15.708,-43.633,0.1842,0.375,-1.042,1.07,12.985,22.689,0,0.31,0.542,-1.39E-13,1.07,1.396,6.981,5.33E-13,0.0333,0.167,0
1.08,0,0,0,0,0,0,1.08,0,0,0,0,0,0,1.08,31.014,-4.363,-130.9,0.7404,-0.104,-3.125,1.08,9.913,27.925,4.44E-12,0.4721,0.958,1.042,1.08,18.832,40.143,43.633,0.4496,0.958,1.042,1.08,8.308,24.435,43.633,0.1983,0.583,1.042,1.08,15.97,32.289,43.633,0.3812,0.771,1.042,1.08,7.418,15.708,-2.22E-12,0.1771,0.375,6.94E-14,1.08,4.154,12.217,-1.07E-12,0.0992,0.292,-3.61E-14,1.08,7.871,15.708,43.633,0.1879,0.375,1.042,1.08,13.212,22.689,0,0.3154,0.542,1.39E-13,1.08,1.466,6.981,0,0.035,0.167,0
1.09,0,0,0,0,0,0,1.09,0,0,0,0,0,0,1.09,30.962,-5.236,-43.633,0.7392,-0.125,-1.042,1.09,10.193,27.925,43.633,0.4817,0.979,2.083,1.09,19.234,40.143,43.633,0.4592,0.958,1.042,1.09,8.552,25.307,87.266,0.2042,0.604,2.083,1.09,16.301,33.161,43.633,0.3892,0.792,1.042,1.09,7.575,15.708,-2.22E-12,0.1808,0.375,0,1.09,4.276,12.217,-2.22E-12,0.1021,0.292,-3.61E-14,1.09,8.029,16.581,87.266,0.1917,0.396,2.083,1.09,13.439,22.689,0,0.3208,0.542,1.39E-13,1.09,1.536,6.981,0,0.0367,0.167,-1.67E-14
1.1,0,0,0,0,0,0,1.1,0,0,0,0,0,0,1.1,30.91,-5.236,0,0.7379,-0.125,-2.78E-13,1.1,10.472,28.798,87.266,0.4917,1,2.083,1.1,19.635,41.015,87.266,0.4687,0.979,2.083,1.1,8.814,26.18,43.633,0.2104,0.625,1.042,1.1,16.633,33.161,-4.26E-12,0.3971,0.792,1.39E-13,1.1,7.732,15.708,43.633,0.1846,0.375,1.042,1.1,4.398,12.217,0,0.105,0.292,0,1.1,8.203,17.453,-2.13E-12,0.1958,0.417,-6.94E-14,1.1,13.666,22.689,0,0.3262,0.542,-1.39E-13,1.1,1.606,6.981,-5.33E-13,0.0383,0.167,0
1.11,0,0,0,0,0,0,1.11,0,0,0,0,0,0,1.11,30.857,-5.236,0,0.7367,-0.125,2.78E-13,1.11,10.769,29.671,43.633,0.5017,0.979,5.44E-13,1.11,20.054,41.888,-8.88E-12,0.4787,1,0,1.11,9.076,26.18,4.44E-12,0.2167,0.625,6.66E-14,1.11,16.965,33.161,43.633,0.405,0.792,1.042,1.11,7.889,16.581,43.633,0.1883,0.396,1.042,1.11,4.52,12.217,43.633,0.1079,0.292,1.042,1.11,8.378,16.581,-43.633,0.2,0.396,-1.042,1.11,13.893,22.689,43.633,0.3317,0.542,1.042,1.11,1.676,6.981,43.633,0.04,0.167,1.042
