Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #12,Run #12,Run #12,Run #12
Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²)
0.36,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.36,5.149,21.817,87.266,0.1229,0.521,2.083,0.36,0.087,1.745,-2.11E-13,0.0412,0.25,1.042,0.36,1.222,9.599,43.633,0.0292,0.229,1.042,0.36,0.035,0.873,-1.11E-13,8.33E-04,0.021,-3.12E-15,0.36,1.292,7.854,43.633,0.0308,0.188,1.042,0.36,0.471,3.491,43.633,0.0112,0.083,1.042,0.36,0.035,0,0,8.33E-04,0,0,0.36,0.454,4.363,43.633,0.0108,0.104,1.042,0.36,1.937,7.854,43.633,0.0462,0.188,1.042,0.36,0,0,0,0,0,0
0.37,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0.37,5.376,22.689,43.633,0.1283,0.542,1.042,0.37,0.105,1.745,43.633,0.0437,0.25,1.042,0.37,1.326,9.599,43.633,0.0317,0.229,1.042,0.37,0.035,0.873,43.633,8.33E-04,0.021,1.042,0.37,1.379,8.727,43.633,0.0329,0.208,1.042,0.37,0.506,3.491,-7.55E-13,0.0121,0.083,-1.60E-14,0.37,0.035,0,43.633,8.33E-04,0,1.042,0.37,0.506,4.363,-5.77E-13,0.0121,0.104,-1.87E-14,0.37,2.025,8.727,87.266,0.0483,0.208,2.083,0.37,0,0,0,0,0,0
0.38,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0.38,5.603,22.689,-2.13E-12,0.1337,0.542,3.33E-14,0.38,0.122,2.618,43.633,0.0462,0.271,1.042,0.38,1.414,10.472,87.266,0.0337,0.25,2.083,0.38,0.052,1.745,43.633,0.0012,0.042,1.042,0.38,1.466,8.727,43.633,0.035,0.208,1.042,0.38,0.541,3.491,-2.67E-13,0.0129,0.083,-4.16E-15,0.38,0.035,0.873,43.633,8.33E-04,0.021,1.042,0.38,0.541,4.363,-1.33E-13,0.0129,0.104,-4.86E-15,0.38,2.112,9.599,43.633,0.0504,0.229,1.042,0.38,0,0,0,0,0,0
0.39,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0.39,5.829,22.689,43.633,0.1392,0.542,1.042,0.39,0.157,2.618,0,0.0492,0.292,2.083,0.39,1.536,11.345,-6.22E-13,0.0367,0.271,-1.67E-14,0.39,0.07,1.745,2.22E-14,0.0017,0.042,-6.94E-16,0.39,1.553,9.599,43.633,0.0371,0.229,1.042,0.39,0.576,3.491,43.633,0.0137,0.083,1.042,0.39,0.052,0.873,-1.67E-14,0.0012,0.021,5.20E-16,0.39,0.593,4.363,0,0.0142,0.104,4.86E-15,0.39,2.217,9.599,-43.633,0.0529,0.229,-1.042,0.39,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.4,6.056,23.562,87.266,0.1446,0.562,2.083,0.4,0.175,2.618,4.00E-13,0.0521,0.271,0,0.4,1.641,10.472,-43.633,0.0392,0.25,-1.042,0.4,0.087,1.745,2.78E-13,0.0021,0.042,4.86E-15,0.4,1.658,9.599,1.95E-12,0.0396,0.229,3.19E-14,0.4,0.611,4.363,43.633,0.0146,0.104,1.042,0.4,0.052,0.873,1.06E-13,0.0012,0.021,3.47E-15,0.4,0.628,4.363,43.633,0.015,0.104,1.042,0.4,2.304,8.727,-43.633,0.055,0.208,-1.042,0.4,0,0,0,0,0,0
0.41,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0.41,6.301,24.435,43.633,0.1504,0.583,1.042,0.41,0.209,2.618,3.11E-13,0.0546,0.271,-1.042,0.41,1.745,10.472,43.633,0.0417,0.25,1.042,0.41,0.105,1.745,2.11E-13,0.0025,0.042,6.94E-15,0.41,1.745,9.599,43.633,0.0417,0.229,1.042,0.41,0.663,4.363,5.77E-13,0.0158,0.104,1.46E-14,0.41,0.07,0.873,-43.633,0.0017,0.021,-1.042,0.41,0.681,5.236,43.633,0.0163,0.125,1.042,0.41,2.391,8.727,43.633,0.0571,0.208,1.042,0.41,0,0,0,0,0,0
0.42,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0.42,6.545,24.435,-5.51E-12,0.1562,0.583,-1.50E-13,0.42,0.227,2.618,43.633,0.0575,0.313,2.083,0.42,1.85,11.345,87.266,0.0442,0.271,2.083,0.42,0.122,1.745,-2.44E-13,0.0029,0.042,-4.86E-15,0.42,1.85,10.472,43.633,0.0442,0.25,1.042,0.42,0.698,4.363,-5.77E-13,0.0167,0.104,-1.87E-14,0.42,0.07,0,-1.22E-13,0.0017,0,-2.95E-15,0.42,0.733,5.236,-4.44E-13,0.0175,0.125,-1.67E-14,0.42,2.478,9.599,87.266,0.0592,0.229,2.083,0.42,0,0,0,0,0,0
0.43,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0.43,6.789,24.435,43.633,0.1621,0.583,1.042,0.43,0.262,3.491,43.633,0.0608,0.312,2.083,0.43,1.972,12.217,43.633,0.0471,0.292,1.042,0.43,0.14,1.745,-2.44E-13,0.0033,0.042,-5.90E-15,0.43,1.955,10.472,-1.42E-12,0.0467,0.25,-1.67E-14,0.43,0.75,4.363,-3.11E-13,0.0179,0.104,-1.46E-14,0.43,0.07,0.873,87.266,0.0017,0.021,2.083,0.43,0.785,5.236,-4.44E-13,0.0188,0.125,-1.67E-14,0.43,2.583,10.472,43.633,0.0617,0.25,1.042,0.43,0,0,0,0,0,0
0.44,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0.44,7.034,25.307,87.266,0.1679,0.604,2.083,0.44,0.297,3.491,-6.66E-14,0.0637,0.312,-8.60E-14,0.44,2.094,12.217,43.633,0.05,0.292,1.042,0.44,0.157,1.745,43.633,0.0037,0.042,1.042,0.44,2.059,10.472,43.633,0.0492,0.25,1.042,0.44,0.785,4.363,43.633,0.0188,0.104,1.042,0.44,0.087,1.745,43.633,0.0021,0.042,1.042,0.44,0.838,5.236,-3.11E-13,0.02,0.125,8.33E-15,0.44,2.688,10.472,-1.16E-12,0.0642,0.25,1.67E-14,0.44,0,0,0,0,0,0
0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.45,7.295,26.18,43.633,0.1742,0.625,1.042,0.45,0.332,3.491,43.633,0.0671,0.333,1.042,0.45,2.217,13.09,43.633,0.0529,0.312,1.042,0.45,0.175,2.618,87.266,0.0042,0.062,2.083,0.45,2.164,11.345,87.266,0.0517,0.271,2.083,0.45,0.838,5.236,-2.67E-13,0.02,0.125,9.02E-15,0.45,0.105,1.745,-3.33E-14,0.0025,0.042,1.04E-15,0.45,0.89,5.236,-3.11E-13,0.0212,0.125,0,0.45,2.793,10.472,0,0.0667,0.25,-3.47E-14,0.45,0,0,0,0,0,0
0.46,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.46,7.557,26.18,43.633,0.1804,0.625,1.042,0.46,0.367,4.363,43.633,0.0704,0.333,1.042,0.46,2.356,13.09,1.78E-12,0.0562,0.312,4.16E-14,0.46,0.209,3.491,3.11E-13,0.005,0.083,1.04E-14,0.46,2.286,12.217,43.633,0.0546,0.292,1.042,0.46,0.89,4.363,4.44E-13,0.0212,0.104,1.67E-14,0.46,0.122,1.745,-43.633,0.0029,0.042,-1.042,0.46,0.942,5.236,43.633,0.0225,0.125,1.042,0.46,2.897,10.472,43.633,0.0692,0.25,1.042,0.46,0,0,0,0,0,0
0.47,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0.47,7.819,27.053,43.633,0.1867,0.646,1.042,0.47,0.419,4.363,4.44E-13,0.0737,0.354,1.042,0.47,2.478,13.09,43.633,0.0592,0.313,1.042,0.47,0.244,2.618,-43.633,0.0058,0.063,-1.042,0.47,2.409,12.217,1.69E-12,0.0575,0.292,4.16E-14,0.47,0.925,5.236,87.266,0.0221,0.125,2.083,0.47,0.14,0.873,-43.633,0.0033,0.021,-1.042,0.47,0.995,6.109,43.633,0.0237,0.146,1.042,0.47,3.002,11.345,43.633,0.0717,0.271,1.042,0.47,0,0,0,0,0,0
0.48,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0.48,8.098,27.053,-6.04E-12,0.1933,0.646,-1.61E-13,0.48,0.454,4.363,43.633,0.0775,0.354,1.042,0.48,2.618,13.963,87.266,0.0625,0.333,2.083,0.48,0.262,2.618,43.633,0.0062,0.063,1.042,0.48,2.531,12.217,-6.22E-13,0.0604,0.292,-4.16E-14,0.48,0.995,6.109,-4.44E-13,0.0237,0.146,-8.33E-15,0.48,0.14,0.873,43.633,0.0033,0.021,1.042,0.48,1.065,6.109,-3.11E-13,0.0254,0.146,-1.11E-14,0.48,3.124,11.345,-1.60E-12,0.0746,0.271,-7.22E-14,0.48,0,0,0,0,0,0
0.49,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0.49,8.36,27.053,43.633,0.1996,0.646,1.042,0.49,0.506,5.236,43.633,0.0808,0.354,-3.61E-14,0.49,2.758,14.835,43.633,0.0658,0.354,1.042,0.49,0.297,3.491,43.633,0.0071,0.083,1.042,0.49,2.653,12.217,-6.22E-13,0.0633,0.292,-5.55E-15,0.49,1.047,5.236,-43.633,0.025,0.125,-1.042,0.49,0.157,1.745,87.266,0.0037,0.042,2.083,0.49,1.117,6.109,43.633,0.0267,0.146,1.042,0.49,3.229,11.345,43.633,0.0771,0.271,1.042,0.49,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,8.639,27.925,87.266,0.2062,0.667,2.083,0.5,0.559,5.236,-1.33E-13,0.0846,0.396,2.083,0.5,2.915,14.835,1.07E-12,0.0696,0.354,-1.94E-14,0.5,0.332,3.491,43.633,0.0079,0.083,1.042,0.5,2.775,12.217,43.633,0.0662,0.292,1.042,0.5,1.1,5.236,43.633,0.0262,0.125,1.042,0.5,0.175,2.618,43.633,0.0042,0.062,1.042,0.5,1.187,6.981,43.633,0.0283,0.167,1.042,0.5,3.351,12.217,-1.07E-12,0.08,0.292,3.33E-14,0.5,0,0,0,0,0,0
0.51,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0.51,8.919,28.798,87.266,0.2129,0.687,2.083,0.51,0.611,5.236,43.633,0.0887,0.396,2.083,0.51,3.054,14.835,87.266,0.0729,0.354,2.083,0.51,0.367,4.363,43.633,0.0087,0.104,1.042,0.51,2.897,13.09,87.266,0.0692,0.312,2.083,0.51,1.152,6.109,43.633,0.0275,0.146,1.042,0.51,0.209,2.618,-6.66E-14,0.005,0.062,2.08E-15,0.51,1.257,6.981,-43.633,0.03,0.167,-1.042,0.51,3.473,11.345,-43.633,0.0829,0.271,-1.042,0.51,0,0,0,0,0,0
0.52,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0.52,9.215,29.671,43.633,0.22,0.708,1.042,0.52,0.663,6.109,87.266,0.0925,0.396,0,0.52,3.211,16.581,87.266,0.0767,0.396,2.083,0.52,0.419,4.363,-1.33E-13,0.01,0.104,4.86E-15,0.52,3.037,13.963,43.633,0.0725,0.333,1.042,0.52,1.222,6.109,5.33E-13,0.0292,0.146,9.71E-15,0.52,0.227,2.618,0,0.0054,0.062,2.08E-15,0.52,1.326,6.109,-43.633,0.0317,0.146,-1.042,0.52,3.578,11.345,43.633,0.0854,0.271,1.042,0.52,0,0,0,0,0,0
0.53,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0.53,9.512,29.671,4.44E-12,0.2271,0.708,-7.22E-14,0.53,0.733,6.981,0,0.0967,0.417,1.042,0.53,3.386,16.581,-1.07E-12,0.0808,0.396,0,0.53,0.454,4.363,43.633,0.0108,0.104,1.042,0.53,3.176,13.963,1.07E-12,0.0758,0.333,3.33E-14,0.53,1.274,6.109,43.633,0.0304,0.146,1.042,0.53,0.262,2.618,1.55E-13,0.0062,0.062,0,0.53,1.379,6.109,87.266,0.0329,0.146,2.083,0.53,3.7,12.217,43.633,0.0883,0.292,1.042,0.53,0,0,0,0,0,0
0.54,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.54,9.809,29.671,-4.44E-12,0.2342,0.708,-7.22E-14,0.54,0.803,6.109,-43.633,0.1008,0.417,1.042,0.54,3.543,16.581,1.07E-12,0.0846,0.396,0,0.54,0.506,5.236,43.633,0.0121,0.125,1.042,0.54,3.316,13.963,43.633,0.0792,0.333,1.042,0.54,1.344,6.981,43.633,0.0321,0.167,1.042,0.54,0.279,2.618,43.633,0.0067,0.062,1.042,0.54,1.449,7.854,87.266,0.0346,0.187,2.083,0.54,3.822,12.217,-1.07E-12,0.0912,0.292,-3.61E-14,0.54,0,0,0,0,0,0
0.55,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0.55,10.105,29.671,43.633,0.2412,0.708,1.042,0.55,0.855,6.109,87.266,0.105,0.417,1.17E-13,0.55,3.718,16.581,43.633,0.0887,0.396,1.042,0.55,0.559,5.236,-1.33E-13,0.0133,0.125,-4.16E-15,0.55,3.456,14.835,87.266,0.0825,0.354,2.083,0.55,1.414,6.981,5.33E-13,0.0337,0.167,8.33E-15,0.55,0.314,3.491,-1.55E-13,0.0075,0.083,-2.08E-15,0.55,1.536,7.854,0,0.0367,0.187,-1.67E-14,0.55,3.944,12.217,-43.633,0.0942,0.292,-1.042,0.55,0,0,0,0,0,0
0.56,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0.56,10.402,30.543,87.266,0.2483,0.729,2.083,0.56,0.925,7.854,87.266,0.1092,0.437,1.042,0.56,3.875,17.453,87.266,0.0925,0.417,2.083,0.56,0.611,5.236,1.73E-12,0.0146,0.125,3.89E-14,0.56,3.613,15.708,3.02E-12,0.0862,0.375,9.99E-14,0.56,1.484,6.981,2.49E-12,0.0354,0.167,4.72E-14,0.56,0.349,2.618,-43.633,0.0083,0.062,-1.042,0.56,1.606,7.854,2.18E-12,0.0383,0.187,6.94E-14,0.56,4.067,11.345,-43.633,0.0971,0.271,-1.042,0.56,0,0,0,0,0,0
0.57,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0.57,10.716,31.416,43.633,0.2558,0.75,1.042,0.57,1.012,7.854,2.18E-12,0.1137,0.458,2.083,0.57,4.067,18.326,43.633,0.0971,0.438,1.042,0.57,0.663,5.236,43.633,0.0158,0.125,1.042,0.57,3.77,14.835,-43.633,0.09,0.354,-1.042,0.57,1.553,6.981,1.95E-12,0.0371,0.167,4.72E-14,0.57,0.367,2.618,43.633,0.0087,0.063,1.042,0.57,1.693,7.854,-43.633,0.0404,0.188,-1.042,0.57,4.171,11.345,43.633,0.0996,0.271,1.042,0.57,0,0,0,0,0,0
0.58,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0.58,11.03,31.416,43.633,0.2633,0.75,1.042,0.58,1.082,7.854,43.633,0.1183,0.458,1.042,0.58,4.241,18.326,43.633,0.1012,0.438,1.042,0.58,0.716,6.109,87.266,0.0171,0.146,2.083,0.58,3.91,14.835,87.266,0.0933,0.354,2.083,0.58,1.623,6.981,-1.95E-12,0.0387,0.167,-4.72E-14,0.58,0.401,3.491,43.633,0.0096,0.083,1.042,0.58,1.763,6.981,-2.75E-12,0.0421,0.167,-6.94E-14,0.58,4.294,12.217,43.633,0.1025,0.292,1.042,0.58,0,0,0,0,0,0
0.59,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0.59,11.345,32.289,87.266,0.2708,0.771,2.083,0.59,1.169,8.727,43.633,0.1229,0.458,0,0.59,4.433,19.199,43.633,0.1058,0.458,1.042,0.59,0.785,6.981,43.633,0.0188,0.167,1.042,0.59,4.067,16.581,87.266,0.0971,0.396,2.083,0.59,1.693,6.981,-2.49E-12,0.0404,0.167,-4.72E-14,0.59,0.436,3.491,-8.22E-13,0.0104,0.083,-2.36E-14,0.59,1.833,7.854,87.266,0.0437,0.187,2.083,0.59,4.416,12.217,-3.38E-12,0.1054,0.292,-8.33E-14,0.59,0,0,43.633,0,0,1.042
0.6,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.6,11.676,33.161,43.633,0.2787,0.792,1.042,0.6,1.257,8.727,0,0.1275,0.479,1.042,0.6,4.625,19.199,-2.31E-12,0.1104,0.458,-3.33E-14,0.6,0.855,6.981,0,0.0204,0.167,-8.33E-15,0.6,4.241,16.581,1.07E-12,0.1012,0.396,0,0.6,1.763,6.981,43.633,0.0421,0.167,1.042,0.6,0.471,3.491,1.33E-13,0.0112,0.083,0,0.6,1.92,8.727,43.633,0.0458,0.208,1.042,0.6,4.538,12.217,0,0.1083,0.292,0,0.6,0,0.873,43.633,0,0.021,1.042
0.61,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0.61,12.008,33.161,4.26E-12,0.2867,0.792,1.39E-13,0.61,1.344,8.727,43.633,0.1325,0.5,2.083,0.61,4.817,19.199,43.633,0.115,0.458,1.042,0.61,0.925,6.981,43.633,0.0221,0.167,1.042,0.61,4.398,16.581,43.633,0.105,0.396,1.042,0.61,1.833,7.854,43.633,0.0437,0.187,1.042,0.61,0.506,3.491,-2.67E-13,0.0121,0.083,-4.16E-15,0.61,2.007,8.727,0,0.0479,0.208,0,0.61,4.66,12.217,43.633,0.1112,0.292,1.042,0.61,0.017,0.873,-43.633,4.17E-04,0.021,-1.042
0.62,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0.62,12.339,33.161,0,0.2946,0.792,0,0.62,1.431,9.599,43.633,0.1375,0.5,1.042,0.62,5.009,20.071,87.266,0.1196,0.479,2.083,0.62,0.995,7.854,43.633,0.0237,0.187,1.042,0.62,4.573,17.453,43.633,0.1092,0.417,1.042,0.62,1.92,7.854,1.11E-12,0.0458,0.187,1.67E-14,0.62,0.541,3.491,-2.67E-13,0.0129,0.083,-4.16E-15,0.62,2.094,8.727,0,0.05,0.208,0,0.62,4.782,13.09,130.9,0.1142,0.312,3.125,0.62,0.017,0,0,4.17E-04,0,0
0.63,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0.63,12.671,33.161,43.633,0.3025,0.792,1.042,0.63,1.536,9.599,0,0.1425,0.5,6.94E-14,0.63,5.219,20.944,43.633,0.1246,0.5,1.042,0.63,1.082,7.854,-5.77E-13,0.0258,0.187,0,0.63,4.747,17.453,0,0.1133,0.417,0,0.63,1.99,7.854,43.633,0.0475,0.187,1.042,0.63,0.576,3.491,2.67E-13,0.0137,0.083,4.16E-15,0.63,2.182,8.727,0,0.0521,0.208,0,0.63,4.922,14.835,87.266,0.1175,0.354,2.083,0.63,0.017,0.873,43.633,4.17E-04,0.021,1.042
0.64,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.64,13.003,34.034,87.266,0.3104,0.812,2.083,0.64,1.623,9.599,43.633,0.1475,0.521,1.042,0.64,5.428,20.944,43.633,0.1296,0.5,1.042,0.64,1.152,7.854,43.633,0.0275,0.187,1.042,0.64,4.922,17.453,0,0.1175,0.417,0,0.64,2.077,8.727,43.633,0.0496,0.208,1.042,0.64,0.611,3.491,43.633,0.0146,0.083,1.042,0.64,2.269,8.727,0,0.0542,0.208,0,0.64,5.079,14.835,-43.633,0.1212,0.354,-1.042,0.64,0.035,0.873,-43.633,8.33E-04,0.021,-1.042
0.65,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0.65,13.352,34.907,43.633,0.3187,0.833,1.042,0.65,1.728,10.472,43.633,0.1529,0.542,2.083,0.65,5.637,21.817,43.633,0.1346,0.521,1.042,0.65,1.239,8.727,43.633,0.0296,0.208,1.042,0.65,5.096,17.453,43.633,0.1217,0.417,1.042,0.65,2.164,8.727,-5.33E-13,0.0517,0.208,-1.80E-14,0.65,0.646,4.363,87.266,0.0154,0.104,2.083,0.65,2.356,8.727,43.633,0.0562,0.208,1.042,0.65,5.219,13.963,-43.633,0.1246,0.333,-1.042,0.65,0.035,0,-43.633,8.33E-04,0,-1.042
0.66,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0.66,13.701,34.907,43.633,0.3271,0.833,1.042,0.66,1.833,10.472,43.633,0.1583,0.542,1.042,0.66,5.864,21.817,2.13E-12,0.14,0.521,0,0.66,1.326,8.727,43.633,0.0317,0.208,1.042,0.66,5.271,18.326,43.633,0.1258,0.437,1.042,0.66,2.251,8.727,0,0.0537,0.208,0,0.66,0.698,5.236,43.633,0.0167,0.125,1.042,0.66,2.443,9.599,87.266,0.0583,0.229,2.083,0.66,5.358,13.963,43.633,0.1279,0.333,1.042,0.66,0.035,0,43.633,8.33E-04,0,1.042
0.67,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0.67,14.05,35.779,43.633,0.3354,0.854,1.042,0.67,1.937,11.345,87.266,0.1637,0.542,1.50E-13,0.67,6.074,21.817,87.266,0.145,0.521,2.083,0.67,1.414,9.599,43.633,0.0337,0.229,1.042,0.67,5.463,18.326,0,0.1304,0.437,3.33E-14,0.67,2.339,8.727,0,0.0558,0.208,0,0.67,0.75,5.236,-43.633,0.0179,0.125,-1.042,0.67,2.548,10.472,-1.16E-12,0.0608,0.25,0,0.67,5.498,14.835,87.266,0.1312,0.354,2.083,0.67,0.035,0.873,43.633,8.33E-04,0.021,1.042
0.68,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0.68,14.416,35.779,4.26E-12,0.3442,0.854,1.39E-13,0.68,2.059,12.217,0,0.1692,0.542,-1.50E-13,0.68,6.301,23.562,87.266,0.1504,0.562,2.083,0.68,1.518,9.599,-6.22E-13,0.0362,0.229,0,0.68,5.637,18.326,43.633,0.1346,0.437,1.042,0.68,2.426,8.727,0,0.0579,0.208,0,0.68,0.803,4.363,-43.633,0.0192,0.104,-1.042,0.68,2.653,9.599,-87.266,0.0633,0.229,-2.083,0.68,5.655,15.708,43.633,0.135,0.375,1.042,0.68,0.052,0.873,-1.67E-14,0.0012,0.021,5.20E-16
0.69,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0.69,14.765,35.779,87.266,0.3525,0.854,2.083,0.69,2.182,11.345,-43.633,0.1746,0.562,1.042,0.69,6.545,23.562,6.40E-12,0.1562,0.562,8.88E-14,0.69,1.606,9.599,43.633,0.0383,0.229,1.042,0.69,5.829,19.199,87.266,0.1392,0.458,2.083,0.69,2.513,8.727,43.633,0.06,0.208,1.042,0.69,0.838,4.363,43.633,0.02,0.104,1.042,0.69,2.74,8.727,3.82E-12,0.0654,0.208,4.72E-14,0.69,5.812,15.708,6.57E-12,0.1387,0.375,1.06E-13,0.69,0.052,0.873,2.22E-13,0.0012,0.021,6.42E-15
0.7,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.7,15.132,37.525,87.266,0.3612,0.896,2.083,0.7,2.286,11.345,87.266,0.1804,0.583,2.083,0.7,6.772,23.562,43.633,0.1617,0.563,1.042,0.7,1.71,10.472,43.633,0.0408,0.25,1.042,0.7,6.021,20.071,87.266,0.1437,0.479,2.083,0.7,2.601,9.599,43.633,0.0621,0.229,1.042,0.7,0.89,5.236,43.633,0.0212,0.125,1.042,0.7,2.827,9.599,87.266,0.0675,0.229,2.083,0.7,5.969,15.708,2.13E-12,0.1425,0.375,1.06E-13,0.7,0.07,0.873,2.39E-13,0.0017,0.021,5.90E-15
0.71,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0.71,15.516,37.525,-1.07E-11,0.3704,0.896,-1.11E-13,0.71,2.409,13.09,87.266,0.1862,0.604,2.083,0.71,7.016,24.435,43.633,0.1675,0.583,1.042,0.71,1.815,10.472,-2.31E-12,0.0433,0.25,-5.27E-14,0.71,6.231,20.944,-5.51E-12,0.1487,0.5,-1.33E-13,0.71,2.705,9.599,-1.51E-12,0.0646,0.229,-2.91E-14,0.71,0.942,5.236,43.633,0.0225,0.125,1.042,0.71,2.932,10.472,43.633,0.07,0.25,1.042,0.71,6.126,15.708,-6.57E-12,0.1462,0.375,-1.06E-13,0.71,0.07,0.873,-2.39E-13,0.0017,0.021,-5.90E-15
0.72,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0.72,15.882,37.525,43.633,0.3792,0.896,1.042,0.72,2.548,13.09,-3.64E-12,0.1925,0.604,1.042,0.72,7.261,24.435,-4.62E-12,0.1733,0.583,-9.44E-14,0.72,1.92,10.472,43.633,0.0458,0.25,1.042,0.72,6.44,20.071,-43.633,0.1537,0.479,-1.042,0.72,2.793,9.599,43.633,0.0667,0.229,1.042,0.72,0.995,6.109,43.633,0.0237,0.146,1.042,0.72,3.037,10.472,43.633,0.0725,0.25,1.042,0.72,6.283,15.708,-2.13E-12,0.15,0.375,-1.06E-13,0.72,0.087,0.873,-2.05E-13,0.0021,0.021,-6.94E-15
0.73,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0.73,16.266,38.397,43.633,0.3883,0.917,1.042,0.73,2.67,13.09,43.633,0.1983,0.604,0,0.73,7.505,24.435,43.633,0.1792,0.583,1.042,0.73,2.025,11.345,43.633,0.0483,0.271,1.042,0.73,6.632,20.071,87.266,0.1583,0.479,2.083,0.73,2.897,10.472,43.633,0.0692,0.25,1.042,0.73,1.065,6.109,-43.633,0.0254,0.146,-1.042,0.73,3.142,11.345,43.633,0.075,0.271,1.042,0.73,6.44,15.708,0,0.1537,0.375,-6.94E-14,0.73,0.087,0.873,43.633,0.0021,0.021,1.042
